HPSA_Name,HPSA_ID,Designation_Type,HPSA_Discipline_Class,HPSA_Score,Primary_State_Abbreviation,HPSA_Status,HPSA_Designation_Date,Withdrawn_Date,County_Name,HPSA Population Type,%of_Population_Below_100%_Poverty,Longitude,Latitude
Winn Parish,7228905345,High Needs Geographic HPSA,Mental Health,19,LA,Designated,03/05/2009,,,Geographic Population,25.7,,
Barnstable County,725001,High Needs Geographic HPSA,Mental Health,12,MA,Withdrawn,12/19/2013,07/02/2018,,Geographic Population,9.7,,
Dukes County,7256960782,High Needs Geographic HPSA,Mental Health,9,MA,Designated,04/13/2018,,,Geographic Population,11.2,,
Lower Outer Cape,7259992572,High Needs Geographic HPSA,Mental Health,11,MA,Withdrawn,03/05/2010,12/19/2013,,Geographic Population,,,
Upper Cape Mhhpsa,7259992575,High Needs Geographic HPSA,Mental Health,10,MA,Withdrawn,05/26/2010,12/19/2013,,Geographic Population,,,
Calvert County,724009,High Needs Geographic HPSA,Mental Health,15,MD,Withdrawn,06/16/1982,07/02/2018,,Geographic Population,5.8,,
Caroline County,724011,High Needs Geographic HPSA,Mental Health,13,MD,Withdrawn,04/10/2008,07/02/2018,,Geographic Population,11.7,,
Dorchester,724019,High Needs Geographic HPSA,Mental Health,0,MD,Withdrawn,07/11/2008,05/25/2012,,Geographic Population,,,
Garrett County,7249043424,High Needs Geographic HPSA,Mental Health,11,MD,Designated,08/25/2017,,,Geographic Population,13.3,,
Kent County,724029,High Needs Geographic HPSA,Mental Health,16,MD,Withdrawn,07/02/2014,07/02/2018,,Geographic Population,,,
Lower Eastern Shore,7241774385,High Needs Geographic HPSA,Mental Health,10,MD,Designated,06/20/2007,,,Geographic Population,16.2,,
Queen Anne County,724035,High Needs Geographic HPSA,Mental Health,12,MD,Proposed For Withdrawal,11/17/1993,,,Geographic Population,6,,
Bridgton,7236010098,High Needs Geographic HPSA,Mental Health,13,ME,Designated,12/14/2005,,,Geographic Population,13.7,,
Caribou/Presque Isle,7231010723,High Needs Geographic HPSA,Mental Health,13,ME,Designated,04/18/2003,,,Geographic Population,18.2,,
Fort Kent,7236967426,High Needs Geographic HPSA,Mental Health,16,ME,Designated,09/01/2016,,,Geographic Population,14.1,,
Ft Kent/Madawaska,7239992312,High Needs Geographic HPSA,Mental Health,14,ME,Withdrawn,04/05/2013,06/26/2017,,Geographic Population,,,
Au Sable Valley,7267889689,High Needs Geographic HPSA,Mental Health,18,MI,Designated,09/26/2016,,,Geographic Population,19.7,,
Bay/Arenac,7262011228,High Needs Geographic HPSA,Mental Health,14,MI,Designated,06/08/2012,,,Geographic Population,15.9,,
Berrien County,7261166464,High Needs Geographic HPSA,Mental Health,12,MI,Designated,03/20/2006,,,Geographic Population,17.6,,
Central Michigan Service Area,7268197638,High Needs Geographic HPSA,Mental Health,18,MI,Designated,07/08/2016,,,Geographic Population,22.2,,
Dearborn Service Area,7269107377,High Needs Geographic HPSA,Mental Health,13,MI,Designated,11/29/2017,,,Geographic Population,28.5,,
Dearborn Service Area,726999262D,High Needs Geographic HPSA,Mental Health,17,MI,Withdrawn,05/20/2014,07/02/2018,,Geographic Population,,,
East Detroit Service Area,7268708589,High Needs Geographic HPSA,Mental Health,20,MI,Designated,10/27/2017,,,Geographic Population,40.1,,
Gogebic County,7263386867,High Needs Geographic HPSA,Mental Health,15,MI,Designated,08/24/2018,,,Geographic Population,20.6,,
Hamtramck Service Area,7269895104,High Needs Geographic HPSA,Mental Health,15,MI,Designated,10/12/2012,,,Geographic Population,52.9,,
Houghton-Keweenaw,7261954742,High Needs Geographic HPSA,Mental Health,16,MI,Designated,12/26/2012,,,Geographic Population,21.9,,
Huron County,7262186021,High Needs Geographic HPSA,Mental Health,12,MI,Designated,10/27/2017,,,Geographic Population,15.5,,
Inkster Service Area,7268404186,High Needs Geographic HPSA,Mental Health,20,MI,Designated,05/28/2014,,,Geographic Population,37,,
Ionia County,7267613746,High Needs Geographic HPSA,Mental Health,16,MI,Designated,10/20/2016,,,Geographic Population,15.4,,
Keweenaw,726083,High Needs Geographic HPSA,Mental Health,8,MI,Withdrawn,01/05/1981,12/26/2012,,Geographic Population,,,
Lake County,7265853792,High Needs Geographic HPSA,Mental Health,19,MI,Designated,04/15/2018,,,Geographic Population,30.4,,
Lenawee County,7264015144,High Needs Geographic HPSA,Mental Health,16,MI,Designated,10/08/1993,,,Geographic Population,14.4,,
Luce County,7264913197,High Needs Geographic HPSA,Mental Health,13,MI,Designated,03/12/2010,,,Geographic Population,19.9,,
Manistee/Benzie Service Area,7269638499,High Needs Geographic HPSA,Mental Health,16,MI,Designated,10/27/2017,,,Geographic Population,15.3,,
Muskegon County,7263264702,High Needs Geographic HPSA,Mental Health,13,MI,Designated,12/19/2012,,,Geographic Population,20.2,,
Northwest Detroit,7268708674,High Needs Geographic HPSA,Mental Health,14,MI,Designated,05/25/1988,,,Geographic Population,40.1,,
Oceana County,7268046958,High Needs Geographic HPSA,Mental Health,18,MI,Designated,02/27/2017,,,Geographic Population,20.3,,
Saginaw County,7269963171,High Needs Geographic HPSA,Mental Health,18,MI,Designated,08/25/2016,,,Geographic Population,17.8,,
Sanilac County,7266183797,High Needs Geographic HPSA,Mental Health,10,MI,Designated,09/20/2017,,,Geographic Population,15.6,,
Schoolcraft County,7268850890,High Needs Geographic HPSA,Mental Health,16,MI,Designated,03/07/2014,,,Geographic Population,20.2,,
Shiawassee County,7263413829,High Needs Geographic HPSA,Mental Health,16,MI,Designated,07/18/2018,,,Geographic Population,14.2,,
South Detroit Service Area,7264448010,High Needs Geographic HPSA,Mental Health,20,MI,Designated,12/17/2012,,,Geographic Population,41.8,,
Van Buren County,7269518102,High Needs Geographic HPSA,Mental Health,12,MI,Designated,10/11/2016,,,Geographic Population,19.2,,
Region 4,7273162547,High Needs Geographic HPSA,Mental Health,11,MN,Designated,04/13/2018,,,Geographic Population,10.9,,
Chillicothe Catchment Area,7299992955,High Needs Geographic HPSA,Mental Health,18,MO,Withdrawn,01/10/2006,07/02/2018,,Geographic Population,12,,
Chillicothe Service Area,7295951220,High Needs Geographic HPSA,Mental Health,19,MO,Designated,07/21/2017,,,Geographic Population,16.3,,
Jefferson,729099,High Needs Geographic HPSA,Mental Health,0,MO,Withdrawn,08/18/2006,06/29/2012,,Geographic Population,,,
Joplin Catchment Area,7299992956,High Needs Geographic HPSA,Mental Health,0,MO,Withdrawn,01/10/2006,10/25/2011,,Geographic Population,,,
Lafayette County,7297824731,High Needs Geographic HPSA,Mental Health,15,MO,Designated,04/13/2018,,,Geographic Population,10.6,,
Mental Health Service Area #8-Nevada Catchment are,7299992966,High Needs Geographic HPSA,Mental Health,0,MO,Withdrawn,12/12/2006,09/22/2011,,Geographic Population,,,
Rolla Catchment Area,7299992968,High Needs Geographic HPSA,Mental Health,0,MO,Withdrawn,02/09/2007,03/30/2012,,Geographic Population,,,
Sikeston Mental Health Catchment Area,7292790787,High Needs Geographic HPSA,Mental Health,18,MO,Designated,01/13/2006,,,Geographic Population,20,,
Catchment Area 12,7289063710,High Needs Geographic HPSA,Mental Health,18,MS,Designated,02/27/1980,,,Geographic Population,24.3,,
Mental Health Catchment Area #6,7287856439,High Needs Geographic HPSA,Mental Health,19,MS,Designated,12/31/2018,,,Geographic Population,34,,
Mental Health Catchment Area 1,7287508379,High Needs Geographic HPSA,Mental Health,19,MS,Designated,02/27/1980,,,Geographic Population,34.2,,
Mental Health Catchment Area 10,7284036651,High Needs Geographic HPSA,Mental Health,19,MS,Designated,02/27/1980,,,Geographic Population,23.9,,
Mental Health Catchment Area 11,7287936584,High Needs Geographic HPSA,Mental Health,17,MS,Designated,02/27/1980,,,Geographic Population,27.5,,
Mental Health Catchment Area 15,7285138189,High Needs Geographic HPSA,Mental Health,17,MS,Designated,03/15/2005,,,Geographic Population,27.5,,
Mental Health Catchment Area 4,7284067607,High Needs Geographic HPSA,Mental Health,19,MS,Designated,02/27/1980,,,Geographic Population,22.1,,
Mental Health Catchment Area 5,7288058628,High Needs Geographic HPSA,Mental Health,19,MS,Proposed For Withdrawal,02/27/1980,,,Geographic Population,36.1,,
Mental Health Catchment Area 6,7287171595,High Needs Geographic HPSA,Mental Health,19,MS,Proposed For Withdrawal,02/27/1980,,,Geographic Population,33.5,,
Mental Health Catchment Area 7,7281878473,High Needs Geographic HPSA,Mental Health,17,MS,Designated,02/27/1980,,,Geographic Population,28.5,,
Beaverhead County,7303569510,High Needs Geographic HPSA,Mental Health,17,MT,Designated,05/18/1994,,,Geographic Population,15.2,,
Big Horn County,7301433936,High Needs Geographic HPSA,Mental Health,20,MT,Designated,05/18/1994,,,Geographic Population,28.8,,
Broadwater County,7305651901,High Needs Geographic HPSA,Mental Health,16,MT,Designated,10/14/2000,,,Geographic Population,9.9,,
Carbon County,7303526014,High Needs Geographic HPSA,Mental Health,14,MT,Designated,05/18/1994,,,Geographic Population,11.4,,
Eastern Montana,7308387168,High Needs Geographic HPSA,Mental Health,20,MT,Designated,12/19/1980,,,Geographic Population,15.1,,
Lake County,7304435162,High Needs Geographic HPSA,Mental Health,17,MT,Proposed For Withdrawal,12/22/1980,,,Geographic Population,22.5,,
Lewistown,7308009873,High Needs Geographic HPSA,Mental Health,18,MT,Designated,12/19/1980,,,Geographic Population,11.2,,
Lincoln County,7303657710,High Needs Geographic HPSA,Mental Health,19,MT,Designated,12/22/1980,,,Geographic Population,17,,
Madison County,7304578219,High Needs Geographic HPSA,Mental Health,18,MT,Designated,05/18/1994,,,Geographic Population,10.1,,
Meagher County,7306289233,High Needs Geographic HPSA,Mental Health,18,MT,Designated,05/18/1994,,,Geographic Population,14,,
Mineral County,7306712474,High Needs Geographic HPSA,Mental Health,13,MT,Designated,12/22/1980,,,Geographic Population,20.2,,
Musselshell County,7307581626,High Needs Geographic HPSA,Mental Health,15,MT,Designated,05/18/1994,,,Geographic Population,16.6,,
North-Central Montana,7303017282,High Needs Geographic HPSA,Mental Health,21,MT,Designated,05/18/1994,,,Geographic Population,22.4,,
Powell County,7306334691,High Needs Geographic HPSA,Mental Health,15,MT,Designated,08/27/2013,,,Geographic Population,15.2,,
Ravalli County,7304193290,High Needs Geographic HPSA,Mental Health,19,MT,Designated,12/22/1980,,,Geographic Population,18.8,,
Silver Bow/Deer Lodge Counties,7304614789,High Needs Geographic HPSA,Mental Health,20,MT,Designated,08/19/2013,,,Geographic Population,20.4,,
Avery County,737011,High Needs Geographic HPSA,Mental Health,12,NC,Withdrawn,07/22/2011,07/02/2018,,Geographic Population,,,
Cherokee County,7373663438,High Needs Geographic HPSA,Mental Health,14,NC,Designated,08/05/2011,,,Geographic Population,19.3,,
Hyde County,7371812162,High Needs Geographic HPSA,Mental Health,15,NC,Designated,07/18/2018,,,Geographic Population,22.4,,
Macon County,7379268049,High Needs Geographic HPSA,Mental Health,18,NC,Designated,08/24/2011,,,Geographic Population,20.7,,
Martin County,7379240224,High Needs Geographic HPSA,Mental Health,13,NC,Designated,12/12/2017,,,Geographic Population,22.5,,
Roanoke-Chowan,7375543359,High Needs Geographic HPSA,Mental Health,18,NC,Designated,04/10/1981,,,Geographic Population,24.4,,
Swain County,7377387927,High Needs Geographic HPSA,Mental Health,18,NC,Designated,08/09/2011,,,Geographic Population,27.6,,
Emmons County,7384819810,High Needs Geographic HPSA,Mental Health,12,ND,Designated,09/30/1999,,,Geographic Population,13.5,,
Grant County,7386448430,High Needs Geographic HPSA,Mental Health,10,ND,Designated,09/30/1999,,,Geographic Population,14,,
Jamestown Catchment Area,7386345841,High Needs Geographic HPSA,Mental Health,14,ND,Designated,11/19/1979,,,Geographic Population,9.6,,
Kidder County,7384956649,High Needs Geographic HPSA,Mental Health,10,ND,Designated,09/30/1999,,,Geographic Population,8.6,,
McHenry County,7386470638,High Needs Geographic HPSA,Mental Health,11,ND,Designated,12/01/2017,,,Geographic Population,13.5,,
McLean County,7382577357,High Needs Geographic HPSA,Mental Health,15,ND,Designated,09/30/1999,,,Geographic Population,11.6,,
Mountrail County,7387786715,High Needs Geographic HPSA,Mental Health,13,ND,Designated,01/12/1981,,,Geographic Population,12,,
Nelson County,7386123691,High Needs Geographic HPSA,Mental Health,10,ND,Designated,12/17/1980,,,Geographic Population,8.6,,
Pierce County,7385770809,High Needs Geographic HPSA,Mental Health,11,ND,Designated,01/12/1981,,,Geographic Population,11.6,,
Region III Devils Lake Catchment,7389347500,High Needs Geographic HPSA,Mental Health,15,ND,Designated,08/28/2017,,,Geographic Population,24.2,,
Region VIII Badlands Catchment,7383463676,High Needs Geographic HPSA,Mental Health,14,ND,Designated,08/28/2017,,,Geographic Population,8.1,,
Sheridan County,7386718254,High Needs Geographic HPSA,Mental Health,9,ND,Designated,09/30/1999,,,Geographic Population,10.6,,
Sioux County,7381153788,High Needs Geographic HPSA,Mental Health,14,ND,Designated,09/30/1999,,,Geographic Population,36.3,,
Walsh County,7385542869,High Needs Geographic HPSA,Mental Health,15,ND,Designated,12/17/1980,,,Geographic Population,10.8,,
Eastern Coos,7339993316,High Needs Geographic HPSA,Mental Health,17,NH,Designated,12/26/2017,,,Geographic Population,13.1,,
Littleton Service Area,7339993301,High Needs Geographic HPSA,Mental Health,12,NH,Designated,12/26/2017,,,Geographic Population,12.7,,
Border Catchment Area,7359417731,High Needs Geographic HPSA,Mental Health,20,NM,Designated,08/24/1979,,,Geographic Population,24.3,,
Catchment Area 1,7352716392,High Needs Geographic HPSA,Mental Health,19,NM,Designated,05/13/1992,,,Geographic Population,27,,
Cibola County,7359141496,High Needs Geographic HPSA,Mental Health,19,NM,Designated,05/13/1992,,,Geographic Population,29,,
Colfax County,7351597470,High Needs Geographic HPSA,Mental Health,18,NM,Designated,05/13/1992,,,Geographic Population,18.9,,
Dona Ana County,7354132839,High Needs Geographic HPSA,Mental Health,19,NM,Designated,01/17/2003,,,Geographic Population,27.8,,
Mora County,7358116231,High Needs Geographic HPSA,Mental Health,16,NM,Designated,05/13/1992,,,Geographic Population,21.9,,
Northern Sandoval,7355636354,High Needs Geographic HPSA,Mental Health,19,NM,Designated,07/31/1989,,,Geographic Population,31.4,,
Plains Mental Health Service Area,7352758723,High Needs Geographic HPSA,Mental Health,18,NM,Designated,12/30/1986,,,Geographic Population,21.1,,
Rio Arriba County,7357011746,High Needs Geographic HPSA,Mental Health,18,NM,Designated,10/13/1999,,,Geographic Population,22.5,,
San Miguel County,7358038326,High Needs Geographic HPSA,Mental Health,20,NM,Designated,03/24/2011,,,Geographic Population,29.4,,
South Central Catchment Area,7353490939,High Needs Geographic HPSA,Mental Health,18,NM,Designated,05/13/1992,,,Geographic Population,22.1,,
Southeastern Catchment Area,7352736745,High Needs Geographic HPSA,Mental Health,18,NM,Designated,12/30/1986,,,Geographic Population,18.3,,
Southwest Valley,7357681729,High Needs Geographic HPSA,Mental Health,18,NM,Designated,03/21/2003,,,Geographic Population,26.7,,
Taos County,7354927268,High Needs Geographic HPSA,Mental Health,20,NM,Designated,12/30/1986,,,Geographic Population,23.6,,
Henderson,7329993207,High Needs Geographic HPSA,Mental Health,11,NV,Withdrawn,08/07/2013,07/02/2018,,Geographic Population,,,
Las Vegas Mental Health Catchment Area,732999320B,High Needs Geographic HPSA,Mental Health,17,NV,Withdrawn,09/30/2013,07/02/2018,,Geographic Population,,,
Mental Health Catchment Area Laughlin Southern Clark,7322734849,High Needs Geographic HPSA,Mental Health,18,NV,Designated,10/27/2017,,,Geographic Population,24,,
Mental Health Catchment Area Northern Rural and Frontier Nevada,7325796968,High Needs Geographic HPSA,Mental Health,18,NV,Designated,12/22/2017,,,Geographic Population,13.4,,
Mental Health Catchment Area Northern Urban Clark,7321084044,High Needs Geographic HPSA,Mental Health,16,NV,Designated,11/29/2017,,,Geographic Population,22.3,,
Mental Health Catchment Area Northern Washoe,7329167178,High Needs Geographic HPSA,Mental Health,15,NV,Designated,12/22/2017,,,Geographic Population,18.2,,
Mental Health Catchment Area Northwestern Urban Clark,7329556120,High Needs Geographic HPSA,Mental Health,17,NV,Designated,10/27/2017,,,Geographic Population,8.7,,
Mental Health Catchment Area Southern Nevada Rural,7327606394,High Needs Geographic HPSA,Mental Health,18,NV,Designated,10/27/2017,,,Geographic Population,14.8,,
Mental Health Catchment Area Southern Urban Clark,7323815585,High Needs Geographic HPSA,Mental Health,17,NV,Designated,11/29/2017,,,Geographic Population,9.2,,
Mental Health Catchment Area Spring Valley,7329916423,High Needs Geographic HPSA,Mental Health,11,NV,Designated,10/27/2017,,,Geographic Population,11.1,,
Chautauqua,736013,High Needs Geographic HPSA,Mental Health,16,NY,Withdrawn,11/25/1997,12/30/2010,,Geographic Population,,,
Chenango,736017,High Needs Geographic HPSA,Mental Health,16,NY,Withdrawn,10/20/2005,11/22/2010,,Geographic Population,,,
Delaware,736025,High Needs Geographic HPSA,Mental Health,0,NY,Withdrawn,12/24/1998,05/04/2011,,Geographic Population,,,
Greene,736039,High Needs Geographic HPSA,Mental Health,12,NY,Withdrawn,01/15/2003,10/22/2012,,Geographic Population,,,
Jordan (Rochester),7369993603,High Needs Geographic HPSA,Mental Health,0,NY,Withdrawn,09/19/1985,01/25/2011,,Geographic Population,,,
Montgomery,736057,High Needs Geographic HPSA,Mental Health,12,NY,Withdrawn,10/08/2009,06/27/2013,,Geographic Population,,,
Oneida County,736065,High Needs Geographic HPSA,Mental Health,12,NY,Withdrawn,03/08/2010,08/15/2013,,Geographic Population,,,
Onondaga,736067,High Needs Geographic HPSA,Mental Health,11,NY,Withdrawn,11/10/2010,10/02/2013,,Geographic Population,,,
Seneca,736099,High Needs Geographic HPSA,Mental Health,0,NY,Withdrawn,11/24/1993,11/15/2010,,Geographic Population,,,
Southwest Brooklyn,73699936G1,High Needs Geographic HPSA,Mental Health,11,NY,Withdrawn,11/29/2006,07/02/2018,,Geographic Population,30.1,,
St. Lawrence,736089,High Needs Geographic HPSA,Mental Health,18,NY,Withdrawn,11/24/2000,11/12/2010,,Geographic Population,,,
Steuben,736101,High Needs Geographic HPSA,Mental Health,0,NY,Withdrawn,11/04/1983,05/10/2012,,Geographic Population,,,
Wayne,736117,High Needs Geographic HPSA,Mental Health,0,NY,Withdrawn,10/30/1997,11/15/2010,,Geographic Population,,,
Yates,736123,High Needs Geographic HPSA,Mental Health,13,NY,Withdrawn,10/29/2010,09/11/2013,,Geographic Population,,,
Ashtabula County,7394723923,High Needs Geographic HPSA,Mental Health,10,OH,Designated,12/26/2017,,,Geographic Population,19,,
Catchment Area 31,7391307282,High Needs Geographic HPSA,Mental Health,11,OH,Designated,05/13/2009,,,Geographic Population,14.6,,
Catchment Area 33,7399993933,High Needs Geographic HPSA,Mental Health,14,OH,Withdrawn,03/14/1980,11/15/2013,,Geographic Population,,,
Catchment Area 35 - Gallia/Jackson/Meigs Counties,7392948476,High Needs Geographic HPSA,Mental Health,18,OH,Designated,03/14/1980,,,Geographic Population,22.1,,
Catchment Area 61,7396883846,High Needs Geographic HPSA,Mental Health,17,OH,Designated,01/04/2008,,,Geographic Population,11.4,,
Crawford County,7393361273,High Needs Geographic HPSA,Mental Health,17,OH,Designated,06/30/2000,,,Geographic Population,16.2,,
Mental Health Catchment Area 62,7399993990,High Needs Geographic HPSA,Mental Health,0,OH,Withdrawn,02/28/2007,12/15/2011,,Geographic Population,,,
Ottawa/Erie,7392354563,High Needs Geographic HPSA,Mental Health,8,OH,Designated,11/18/2010,,,Geographic Population,11.8,,
Seneca/Sandusky/Wyandot,73999939BK,High Needs Geographic HPSA,Mental Health,13,OH,Withdrawn,12/06/2010,11/15/2013,,Geographic Population,,,
Catchment Area 6,7405778020,High Needs Geographic HPSA,Mental Health,21,OK,Designated,12/02/1986,,,Geographic Population,22.3,,
Catchment Area 8,7409994025,High Needs Geographic HPSA,Mental Health,15,OK,Withdrawn,10/07/2002,06/24/2013,,Geographic Population,,,
Catchment Area 14,7419994114,High Needs Geographic HPSA,Mental Health,17,OR,Withdrawn,06/11/1979,07/02/2018,,Geographic Population,14.4,,
Central Oregon,7412907053,High Needs Geographic HPSA,Mental Health,20,OR,Designated,12/30/1997,,,Geographic Population,20.8,,
Clatsop County,7411214644,High Needs Geographic HPSA,Mental Health,19,OR,Designated,12/10/1979,,,Geographic Population,15.7,,
Columbia County,741009,High Needs Geographic HPSA,Mental Health,14,OR,Withdrawn,03/07/2014,07/02/2018,,Geographic Population,,,
Douglas County,7416093291,High Needs Geographic HPSA,Mental Health,15,OR,Designated,08/15/2000,,,Geographic Population,19.6,,
East Columbia,7419062889,High Needs Geographic HPSA,Mental Health,18,OR,Designated,08/19/1986,,,Geographic Population,17,,
Jackson County,741029,High Needs Geographic HPSA,Mental Health,17,OR,Withdrawn,03/07/2002,07/02/2018,,Geographic Population,12,,
Josephine County,7413083669,High Needs Geographic HPSA,Mental Health,19,OR,Designated,02/21/1996,,,Geographic Population,19.6,,
Lincoln County,7418635020,High Needs Geographic HPSA,Mental Health,18,OR,Designated,10/19/1978,,,Geographic Population,17.1,,
Mid Columbia Catchment Area,7419994120,High Needs Geographic HPSA,Mental Health,16,OR,Withdrawn,06/30/1997,07/02/2018,,Geographic Population,13.6,,
Northeastern Oregon Service Area,7417193657,High Needs Geographic HPSA,Mental Health,17,OR,Designated,06/29/1979,,,Geographic Population,17.9,,
Oakridge,7418977963,High Needs Geographic HPSA,Mental Health,15,OR,Designated,10/25/2018,,,Geographic Population,26.3,,
Oakridge,7413702495,High Needs Geographic HPSA,Mental Health,13,OR,Proposed For Withdrawal,10/31/2003,,,Geographic Population,20.7,,
South Coast,7414977950,High Needs Geographic HPSA,Mental Health,17,OR,Designated,12/12/2017,,,Geographic Population,17.3,,
Southcentral Oregon,7417393035,High Needs Geographic HPSA,Mental Health,19,OR,Designated,05/16/2001,,,Geographic Population,18.5,,
Southeastern Oregon,7411867381,High Needs Geographic HPSA,Mental Health,19,OR,Designated,08/19/1986,,,Geographic Population,26.8,,
Tillamook County,7419108562,High Needs Geographic HPSA,Mental Health,19,OR,Designated,12/10/1979,,,Geographic Population,17.6,,
Armstrong County,7428818893,High Needs Geographic HPSA,Mental Health,10,PA,Designated,09/17/1984,,,Geographic Population,13.2,,
Beaver County,7424280572,High Needs Geographic HPSA,Mental Health,7,PA,Designated,02/23/2006,,,Geographic Population,12,,
Bedford County,7429093809,High Needs Geographic HPSA,Mental Health,14,PA,Designated,05/21/2014,,,Geographic Population,13.5,,
Blair County,7423392186,High Needs Geographic HPSA,Mental Health,12,PA,Designated,06/22/2004,,,Geographic Population,14.2,,
Cambria County,7428731963,High Needs Geographic HPSA,Mental Health,16,PA,Designated,11/04/2009,,,Geographic Population,14.9,,
Central Pike County,7429994275,High Needs Geographic HPSA,Mental Health,10,PA,Withdrawn,02/23/2006,07/02/2018,,Geographic Population,7.9,,
Clarion County,7428940942,High Needs Geographic HPSA,Mental Health,17,PA,Designated,06/22/1984,,,Geographic Population,18.9,,
Clearfield County,7426908536,High Needs Geographic HPSA,Mental Health,7,PA,Designated,02/07/2005,,,Geographic Population,14.9,,
Clinton/Lycoming Counties,7428180562,High Needs Geographic HPSA,Mental Health,13,PA,Designated,04/12/2010,,,Geographic Population,15.2,,
Crawford County,7427238484,High Needs Geographic HPSA,Mental Health,14,PA,Designated,09/06/2006,,,Geographic Population,15.6,,
Elk/Cameron Mental Health Catchment Area,7426345167,High Needs Geographic HPSA,Mental Health,16,PA,Designated,09/11/2003,,,Geographic Population,10.6,,
Fayette County,742051,High Needs Geographic HPSA,Mental Health,13,PA,Withdrawn,08/23/1984,07/02/2018,,Geographic Population,19,,
Forest/Warren,7422500644,High Needs Geographic HPSA,Mental Health,9,PA,Designated,04/03/2012,,,Geographic Population,13.2,,
Fulton County,7427112224,High Needs Geographic HPSA,Mental Health,14,PA,Designated,06/14/2012,,,Geographic Population,11.6,,
Huntingdon/Mifflin/Junita Mental Health Catchment,7421604448,High Needs Geographic HPSA,Mental Health,11,PA,Designated,05/10/1979,,,Geographic Population,14.2,,
Jefferson County,7427019507,High Needs Geographic HPSA,Mental Health,16,PA,Designated,01/01/2006,,,Geographic Population,14.8,,
McKean County,7421520997,High Needs Geographic HPSA,Mental Health,11,PA,Designated,08/20/2004,,,Geographic Population,16.6,,
Potter County,7421336920,High Needs Geographic HPSA,Mental Health,16,PA,Designated,11/18/2000,,,Geographic Population,14.4,,
Somerset County,7421524417,High Needs Geographic HPSA,Mental Health,7,PA,Designated,05/21/2014,,,Geographic Population,12.7,,
Sullivan County,742113,High Needs Geographic HPSA,Mental Health,9,PA,Withdrawn,12/29/2009,09/07/2012,,Geographic Population,,,
Susquehanna County,7426095348,High Needs Geographic HPSA,Mental Health,14,PA,Designated,12/11/2000,,,Geographic Population,12.6,,
Tioga County,7428674175,High Needs Geographic HPSA,Mental Health,13,PA,Designated,05/10/1979,,,Geographic Population,15.1,,
Venango County,7427235123,High Needs Geographic HPSA,Mental Health,15,PA,Designated,06/22/1984,,,Geographic Population,15.9,,
Wayne County,7428737403,High Needs Geographic HPSA,Mental Health,12,PA,Designated,12/11/2000,,,Geographic Population,12.9,,
York City,7421481361,High Needs Geographic HPSA,Mental Health,10,PA,Designated,12/29/2009,,,Geographic Population,43.1,,
Vieques County,7725774894,High Needs Geographic HPSA,Mental Health,19,PR,Designated,05/10/2012,,,Geographic Population,41.5,,
Palau Mental Health Care,7709997002,High Needs Geographic HPSA,Mental Health,15,PW,Proposed For Withdrawal,08/07/2013,,,Geographic Population,,,
Republic of Palau,7702110144,High Needs Geographic HPSA,Mental Health,20,PW,Designated,08/02/2018,,,Geographic Population,59.2,,
Newport County,7447028865,High Needs Geographic HPSA,Mental Health,7,RI,Designated,11/07/2016,,,Geographic Population,8.5,,
Washington Cty,7447446852,High Needs Geographic HPSA,Mental Health,7,RI,Designated,08/22/2016,,,Geographic Population,9.4,,
Beckman Service Area,7451975520,High Needs Geographic HPSA,Mental Health,13,SC,Designated,03/20/2017,,,Geographic Population,21.4,,
Catawba Service Area,7459994503,High Needs Geographic HPSA,Mental Health,0,SC,Withdrawn,01/17/1980,11/16/2010,,Geographic Population,,,
Catchment Area 8B,7459994506,High Needs Geographic HPSA,Mental Health,0,SC,Withdrawn,01/17/1980,11/03/2011,,Geographic Population,,,
Fairfield County,7455825277,High Needs Geographic HPSA,Mental Health,11,SC,Designated,02/14/2013,,,Geographic Population,24.4,,
Georgetown/Williamsburg Counties,7453088519,High Needs Geographic HPSA,Mental Health,14,SC,Proposed For Withdrawal,05/10/1979,,,Geographic Population,23.7,,
Mental Health Catchment Area Santee/Wateree,7452301190,High Needs Geographic HPSA,Mental Health,19,SC,Designated,03/30/2017,,,Geographic Population,20.3,,
Orangeburg Service Area,7455872522,High Needs Geographic HPSA,Mental Health,15,SC,Designated,10/03/2013,,,Geographic Population,23.3,,
Pee Dee Service Area,7456520355,High Needs Geographic HPSA,Mental Health,17,SC,Designated,07/18/2018,,,Geographic Population,21.4,,
Tri County Service Area,7453081697,High Needs Geographic HPSA,Mental Health,19,SC,Designated,05/10/1979,,,Geographic Population,26.8,,
Union County,7454551930,High Needs Geographic HPSA,Mental Health,11,SC,Proposed For Withdrawal,08/07/2013,,,Geographic Population,19,,
Campbell County,7468151872,High Needs Geographic HPSA,Mental Health,10,SD,Withdrawn,10/27/2017,07/02/2018,,Geographic Population,12.8,,
Catchment Area 10,7467317552,High Needs Geographic HPSA,Mental Health,20,SD,Designated,05/16/1979,,,Geographic Population,34.4,,
Catchment Area 11,7469994615,High Needs Geographic HPSA,Mental Health,20,SD,Withdrawn,03/02/1987,07/02/2018,,Geographic Population,47.1,,
Catchment Area 8,7469159675,High Needs Geographic HPSA,Mental Health,19,SD,Designated,05/16/1979,,,Geographic Population,33.1,,
