HPSA_Name,HPSA_ID,Designation_Type,HPSA_Discipline_Class,HPSA_Score,Primary_State_Abbreviation,HPSA_Status,HPSA_Designation_Date,Withdrawn_Date,County_Name,HPSA_Population_Type,pct_of_pop_below_poverty,Longitude,Latitude
Vernal,1499994918,Geographic HPSA,Primary Care,0,UT,Withdrawn,02/13/1987,04/04/1996,,Geographic Population,14.3,,
West Box Elder County,1499994924,Geographic HPSA,Primary Care,12,UT,Withdrawn,08/19/2013,07/02/2018,,Geographic Population,,,
Amelia County,1511190533,Geographic HPSA,Primary Care,9,VA,Designated,06/07/1978,,,Geographic Population,9.5,,
Amherst County,1512466369,Geographic HPSA,Primary Care,9,VA,Designated,05/09/2011,,,Geographic Population,11.2,,
Appomattox County,1511189283,Geographic HPSA,Primary Care,12,VA,Designated,04/14/1986,,,Geographic Population,18.2,,
Bath County,1519010738,Geographic HPSA,Primary Care,9,VA,Designated,11/04/1983,,,Geographic Population,9.3,,
Beaverdam/Montpelier,1519995149,Geographic HPSA,Primary Care,0,VA,Withdrawn,03/07/1995,11/30/2006,,Geographic Population,,,
Bedford County,1517918764,Geographic HPSA,Primary Care,12,VA,Designated,08/25/2017,,,Geographic Population,10.1,,
Berlin-Ivor,1519995127,Geographic HPSA,Primary Care,0,VA,Withdrawn,06/07/1978,06/29/2012,,Geographic Population,,,
Big Island,15199951S2,Geographic HPSA,Primary Care,10,VA,Withdrawn,02/02/2012,07/02/2018,,Geographic Population,,,
Big Island,1519995111,Geographic HPSA,Primary Care,0,VA,Withdrawn,12/22/1978,09/18/2011,,Geographic Population,,,
Bland County,1512748735,Geographic HPSA,Primary Care,11,VA,Designated,06/12/1978,,,Geographic Population,13.5,,
Botetourt,151023,Geographic HPSA,Primary Care,0,VA,Withdrawn,06/12/1978,12/31/1983,,Geographic Population,7,,
Brunswick County,1519257329,Geographic HPSA,Primary Care,16,VA,Designated,01/14/2003,,,Geographic Population,23.5,,
Brunswick/LA Crosse,1519995157,Geographic HPSA,Primary Care,0,VA,Withdrawn,09/30/1998,08/05/2003,,Geographic Population,22.7,,
Buchanan,151027,Geographic HPSA,Primary Care,0,VA,Withdrawn,06/12/1978,01/05/2012,,Geographic Population,,,
Buckingham/Cumberland,1519995165,Geographic HPSA,Primary Care,0,VA,Withdrawn,08/15/2000,04/26/2011,,Geographic Population,,,
Campbell County,1514728587,Geographic HPSA,Primary Care,9,VA,Designated,09/06/2018,,,Geographic Population,12.4,,
Caroline County,1518818472,Geographic HPSA,Primary Care,9,VA,Designated,06/07/1978,,,Geographic Population,12.5,,
Carroll/Grayson/Galax,151999511H,Geographic HPSA,Primary Care,0,VA,Withdrawn,12/05/2006,06/29/2012,,Geographic Population,,,
Charles City,1514463797,Geographic HPSA,Primary Care,14,VA,Designated,07/11/1997,,,Geographic Population,13.6,,
Charlotte County,1514176213,Geographic HPSA,Primary Care,14,VA,Designated,01/26/1989,,,Geographic Population,19.3,,
Chase City,1519995151,Geographic HPSA,Primary Care,0,VA,Withdrawn,12/15/1995,11/03/2011,,Geographic Population,,,
Chesapeake,1519995102,Geographic HPSA,Primary Care,0,VA,Withdrawn,06/07/1979,09/01/1981,,Geographic Population,0,,
City of Suffolk,1519995156,Geographic HPSA,Primary Care,0,VA,Withdrawn,09/30/1998,11/03/2011,,Geographic Population,,,
Clifton Forge/Covington,1519995145,Geographic HPSA,Primary Care,0,VA,Withdrawn,08/19/1994,02/20/2002,,Geographic Population,11.5,,
Craig County,1517754839,Geographic HPSA,Primary Care,14,VA,Designated,06/12/1978,,,Geographic Population,10.4,,
Craigsville,1519995101,Geographic HPSA,Primary Care,0,VA,Withdrawn,05/30/1979,12/31/1996,,Geographic Population,13.8,,
Dinwiddie County,1511857303,Geographic HPSA,Primary Care,11,VA,Designated,03/03/2006,,,Geographic Population,13.7,,
Downtown Portsmouth,1519995150,Geographic HPSA,Primary Care,0,VA,Withdrawn,05/30/1995,01/22/2001,,Geographic Population,41,,
Drakes Branch,1519995119,Geographic HPSA,Primary Care,0,VA,Withdrawn,06/07/1978,09/22/1988,,Geographic Population,25.9,,
Dungannon,1519995129,Geographic HPSA,Primary Care,0,VA,Withdrawn,06/18/1982,12/31/1996,,Geographic Population,24.4,,
East End,1519995124,Geographic HPSA,Primary Care,0,VA,Withdrawn,03/16/1978,10/02/1995,,Geographic Population,36,,
Essex/Richmond,1518300302,Geographic HPSA,Primary Care,10,VA,Designated,04/10/2006,,,Geographic Population,12.5,,
Floyd County,1515733729,Geographic HPSA,Primary Care,8,VA,Designated,06/12/1978,,,Geographic Population,10.5,,
Fluvanna,151065,Geographic HPSA,Primary Care,0,VA,Withdrawn,01/08/1980,06/15/2006,,Geographic Population,13.9,,
Fluvanna Service Area,1514251723,Geographic HPSA,Primary Care,11,VA,Designated,06/15/2006,,,Geographic Population,9.6,,
Franklin County,1516362512,Geographic HPSA,Primary Care,6,VA,Designated,06/20/2006,,,Geographic Population,14.4,,
Fries,1519995137,Geographic HPSA,Primary Care,0,VA,Withdrawn,09/09/1992,06/20/1997,,Geographic Population,16.2,,
Giles County,1517450641,Geographic HPSA,Primary Care,11,VA,Designated,04/27/2011,,,Geographic Population,13.2,,
Goochland/Fife,1511066536,Geographic HPSA,Primary Care,7,VA,Designated,04/23/1992,,,Geographic Population,6.8,,
Greene/Madison Counties,1516238772,Geographic HPSA,Primary Care,9,VA,Designated,09/13/2006,,,Geographic Population,12.3,,
Halifax/South Boston,1519995148,Geographic HPSA,Primary Care,0,VA,Withdrawn,12/15/1994,09/15/2000,,Geographic Population,19.9,,
Hanover,151085,Geographic HPSA,Primary Care,0,VA,Withdrawn,06/07/1978,01/01/1984,,Geographic Population,7,,
Harrison/Tyler,1519995136,Geographic HPSA,Primary Care,0,VA,Withdrawn,04/27/1992,05/30/1997,,Geographic Population,11.1,,
Hillsville,1519995125,Geographic HPSA,Primary Care,0,VA,Withdrawn,06/12/1978,11/30/1984,,Geographic Population,23,,
Isle of Wight,151093,Geographic HPSA,Primary Care,0,VA,Withdrawn,06/07/1978,09/22/1988,,Geographic Population,14,,
King and Queen County,1515872579,Geographic HPSA,Primary Care,9,VA,Designated,06/07/1978,,,Geographic Population,11.3,,
King George/Westmoreland Counties,1514192142,Geographic HPSA,Primary Care,10,VA,Designated,04/10/2006,,,Geographic Population,8.6,,
King William/New Kent Counties,1514793881,Geographic HPSA,Primary Care,10,VA,Designated,09/13/2006,,,Geographic Population,8.3,,
Konnarock,1519995163,Geographic HPSA,Primary Care,0,VA,Withdrawn,04/21/2000,04/17/2012,,Geographic Population,,,
Konnarock,1513215509,Geographic HPSA,Primary Care,13,VA,Designated,04/17/2012,,,Geographic Population,15.2,,
Laurel Fork,1519995147,Geographic HPSA,Primary Care,0,VA,Withdrawn,11/18/1994,12/05/2006,,Geographic Population,15.9,,
Lee,151105,Geographic HPSA,Primary Care,0,VA,Withdrawn,09/27/1978,04/05/2012,,Geographic Population,,,
Lunenburg County,1518134529,Geographic HPSA,Primary Care,13,VA,Designated,06/07/1978,,,Geographic Population,19.8,,
Mecklenburg County,1519734558,Geographic HPSA,Primary Care,12,VA,Designated,04/26/1983,,,Geographic Population,19.9,,
Middlesex,151119,Geographic HPSA,Primary Care,0,VA,Withdrawn,06/07/1978,01/01/1984,,Geographic Population,16,,
Middlesex-Mathews Counties,1514598861,Geographic HPSA,Primary Care,14,VA,Designated,12/29/2017,,,Geographic Population,9.4,,
Nathalie,1519995109,Geographic HPSA,Primary Care,0,VA,Withdrawn,09/12/1979,09/22/1988,,Geographic Population,23,,
Nelson,151125,Geographic HPSA,Primary Care,0,VA,Withdrawn,06/07/1978,11/03/2011,,Geographic Population,,,
Norfolk Area 1,1519995106,Geographic HPSA,Primary Care,0,VA,Withdrawn,08/24/1979,10/28/1992,,Geographic Population,0,,
Norfolk Area 2,1519995107,Geographic HPSA,Primary Care,0,VA,Withdrawn,08/24/1979,10/28/1992,,Geographic Population,0,,
Norfolk Area 3,1519995108,Geographic HPSA,Primary Care,0,VA,Withdrawn,08/24/1979,10/28/1992,,Geographic Population,0,,
Northern Botetourt,1519319176,Geographic HPSA,Primary Care,12,VA,Designated,01/21/1994,,,Geographic Population,12.5,,
Northern King William,1519995126,Geographic HPSA,Primary Care,0,VA,Withdrawn,06/07/1978,10/02/1995,,Geographic Population,9.4,,
Northern Pittsylvania,1513741319,Geographic HPSA,Primary Care,9,VA,Designated,04/16/1986,,,Geographic Population,14.3,,
Northumberland County,151133,Geographic HPSA,Primary Care,10,VA,Withdrawn,11/18/1994,06/26/2017,,Geographic Population,13,,
Old South Richmond,1519995144,Geographic HPSA,Primary Care,0,VA,Withdrawn,04/15/1994,06/29/2012,,Geographic Population,,,
Page,151139,Geographic HPSA,Primary Care,0,VA,Withdrawn,06/07/1978,02/10/2011,,Geographic Population,,,
Patrick County,1513416827,Geographic HPSA,Primary Care,17,VA,Designated,01/01/1984,,,Geographic Population,20.1,,
Pittsylvania/Danville,151143,Geographic HPSA,Primary Care,0,VA,Withdrawn,06/12/1978,04/16/1986,,Geographic Population,14,,
Powhatan,151145,Geographic HPSA,Primary Care,0,VA,Withdrawn,06/07/1978,12/31/1983,,Geographic Population,10,,
Pungo,1519995105,Geographic HPSA,Primary Care,0,VA,Withdrawn,06/07/1979,09/22/1988,,Geographic Population,0,,
Rappahannock County,1512682381,Geographic HPSA,Primary Care,12,VA,Designated,12/29/2017,,,Geographic Population,10.6,,
Rowanty,1519995131,Geographic HPSA,Primary Care,0,VA,Withdrawn,04/05/1983,03/03/2006,,Geographic Population,14.3,,
Saltville,1519995113,Geographic HPSA,Primary Care,0,VA,Withdrawn,01/14/1981,06/29/2012,,Geographic Population,,,
Shenandoah-Page,1513747790,Geographic HPSA,Primary Care,9,VA,Designated,03/20/2017,,,Geographic Population,14.3,,
South River,1519995118,Geographic HPSA,Primary Care,0,VA,Withdrawn,05/24/1983,12/31/1996,,Geographic Population,10.5,,
Southeast Chesapeake,1519995115,Geographic HPSA,Primary Care,0,VA,Withdrawn,09/01/1981,12/31/1996,,Geographic Population,12.1,,
Southern Albemarle,1519995112,Geographic HPSA,Primary Care,0,VA,Withdrawn,12/22/1980,12/31/1996,,Geographic Population,8.8,,
Surry County,1517623676,Geographic HPSA,Primary Care,14,VA,Designated,06/07/1978,,,Geographic Population,11.4,,
Trout Dale/Independence,1519995103,Geographic HPSA,Primary Care,0,VA,Withdrawn,06/10/1980,06/01/2001,,Geographic Population,16.7,,
Tyler District,1519995161,Geographic HPSA,Primary Care,0,VA,Withdrawn,12/01/1999,06/29/2012,,Geographic Population,,,
West Point,1519995132,Geographic HPSA,Primary Care,0,VA,Withdrawn,06/15/1983,09/22/1988,,Geographic Population,0,,
Western Lee,1519995134,Geographic HPSA,Primary Care,0,VA,Withdrawn,04/27/1990,09/30/1998,,Geographic Population,31.7,,
East End St. Thomas,1789997802,Geographic HPSA,Primary Care,0,VI,Withdrawn,01/01/1984,05/10/2001,,Geographic Population,26,,
Fredericksted,1789997801,Geographic HPSA,Primary Care,0,VI,Withdrawn,01/01/1984,03/12/2003,,Geographic Population,40,,
St. John Island,1788099667,Geographic HPSA,Primary Care,18,VI,Designated,09/20/2017,,,Geographic Population,18.1,,
Arlington,1503377677,Geographic HPSA,Primary Care,7,VT,Designated,11/07/2016,,,Geographic Population,9.1,,
Black River Valley,1509995001,Geographic HPSA,Primary Care,0,VT,Withdrawn,06/08/1978,11/03/2011,,Geographic Population,,,
Brighton Rational Service Area 38,1509995009,Geographic HPSA,Primary Care,0,VT,Withdrawn,06/08/1978,11/03/2011,,Geographic Population,,,
Chelsea/Corinth,1509995012,Geographic HPSA,Primary Care,13,VT,Withdrawn,08/17/1993,06/25/2014,,Geographic Population,,,
Chelsea/Corinth Rational Service Area,1504700426,Geographic HPSA,Primary Care,13,VT,Designated,08/24/2016,,,Geographic Population,12.2,,
Enosburg Rational Service Area 8,1509995003,Geographic HPSA,Primary Care,0,VT,Withdrawn,12/14/1979,06/29/2012,,Geographic Population,,,
Grand Isle,150013,Geographic HPSA,Primary Care,0,VT,Withdrawn,06/08/1978,10/02/1995,,Geographic Population,12,,
Hardwick,1509995005,Geographic HPSA,Primary Care,0,VT,Withdrawn,08/18/1978,03/12/1997,,Geographic Population,14.4,,
Hardwick Service Area,1509995017,Geographic HPSA,Primary Care,0,VT,Withdrawn,11/07/2001,11/03/2011,,Geographic Population,,,
Londonderry,1509995008,Geographic HPSA,Primary Care,0,VT,Withdrawn,06/08/1978,03/21/1986,,Geographic Population,0,,
Northeast Kingdom,1509995010,Geographic HPSA,Primary Care,0,VT,Withdrawn,03/01/1982,03/21/1986,,Geographic Population,0,,
Otter Creek Valley,1509995006,Geographic HPSA,Primary Care,0,VT,Withdrawn,06/08/1978,10/02/1995,,Geographic Population,12.5,,
Pawlet/Granville (VT/NY),1509995014,Geographic HPSA,Primary Care,0,VT,Withdrawn,12/07/1995,02/20/2002,,Geographic Population,10.4,,
Peacham-Barnet,1509995011,Geographic HPSA,Primary Care,0,VT,Withdrawn,03/12/1993,09/20/1999,,Geographic Population,7.5,,
Route 100,1509995004,Geographic HPSA,Primary Care,0,VT,Withdrawn,06/08/1978,11/03/2011,,Geographic Population,,,
Waitsfield Rational Service Area 29,1509995007,Geographic HPSA,Primary Care,0,VT,Withdrawn,12/29/1982,11/03/2011,,Geographic Population,,,
West River Valley,1509995002,Geographic HPSA,Primary Care,0,VT,Withdrawn,06/08/1978,07/30/1987,,Geographic Population,0,,
Buckley Service Area,1537498972,Geographic HPSA,Primary Care,13,WA,Designated,10/16/2017,,,Geographic Population,8.7,,
Buckley/Enumclaw Service Area,153999530V,Geographic HPSA,Primary Care,10,WA,Withdrawn,09/12/2001,07/02/2018,,Geographic Population,6.4,,
Central Grant County,153999530F,Geographic HPSA,Primary Care,0,WA,Withdrawn,12/12/2000,10/27/2003,,Geographic Population,14.7,,
Chewelah,1539995303,Geographic HPSA,Primary Care,0,WA,Withdrawn,10/01/1978,06/13/2005,,Geographic Population,19.8,,
Clallam Bay/Neah Bay,1539995333,Geographic HPSA,Primary Care,10,WA,Withdrawn,08/11/1978,07/02/2018,,Geographic Population,20.5,,
Cle Elum Service Area,1539995302,Geographic HPSA,Primary Care,0,WA,Withdrawn,10/01/1978,02/15/2008,,Geographic Population,8.9,,
Concrete Service Area,1538404843,Geographic HPSA,Primary Care,13,WA,Withdrawn,07/21/2017,07/02/2018,,Geographic Population,20.2,,
Concrete Service Area,1539995314,Geographic HPSA,Primary Care,9,WA,Withdrawn,09/15/1981,07/02/2018,,Geographic Population,17.4,,
Copalis Beach,1539995321,Geographic HPSA,Primary Care,0,WA,Withdrawn,05/27/1983,03/02/2004,,Geographic Population,13.2,,
Cowlitz-Lewis,1539995312,Geographic HPSA,Primary Care,0,WA,Withdrawn,07/16/1980,03/16/1984,,Geographic Population,0,,
Darrington,1539443641,Geographic HPSA,Primary Care,16,WA,Designated,10/16/2017,,,Geographic Population,17.3,,
Darrington,1539995334,Geographic HPSA,Primary Care,9,WA,Withdrawn,08/11/1978,07/02/2018,,Geographic Population,11.5,,
Deer Park Service Area,1539995342,Geographic HPSA,Primary Care,0,WA,Withdrawn,01/10/1983,06/30/2005,,Geographic Population,9.7,,
Deer Park/Colbert,153999532X,Geographic HPSA,Primary Care,4,WA,Withdrawn,06/30/2005,07/02/2018,,Geographic Population,9.6,,
East Pacific,1539995398,Geographic HPSA,Primary Care,0,WA,Withdrawn,01/21/2000,01/04/2008,,Geographic Population,15.7,,
Eatonville/Roy,153999530U,Geographic HPSA,Primary Care,10,WA,Withdrawn,09/12/2001,07/02/2018,,Geographic Population,8.5,,
Eatonville/Roy,1533817143,Geographic HPSA,Primary Care,15,WA,Designated,10/16/2017,,,Geographic Population,13.2,,
Enumclaw,1538700586,Geographic HPSA,Primary Care,10,WA,Designated,09/18/2017,,,Geographic Population,11.2,,
Ferry County,153019,Geographic HPSA,Primary Care,17,WA,Withdrawn,02/02/2001,07/02/2018,,Geographic Population,19,,
Ferry County,1534734098,Geographic HPSA,Primary Care,17,WA,Designated,07/28/2017,,,Geographic Population,22.8,,
Garfield County,1532342281,Geographic HPSA,Primary Care,13,WA,Designated,03/31/1993,,,Geographic Population,12.4,,
Grand Coulee,1536452110,Geographic HPSA,Primary Care,17,WA,Designated,09/20/1978,,,Geographic Population,22,,
Ione/Metaline Falls,1539995352,Geographic HPSA,Primary Care,0,WA,Withdrawn,10/06/1988,03/23/2001,,Geographic Population,15.9,,
Island County,1538396778,Geographic HPSA,Primary Care,12,WA,Designated,07/21/2017,,,Geographic Population,9.7,,
Island County,153029,Geographic HPSA,Primary Care,13,WA,Withdrawn,07/12/2007,07/02/2018,,Geographic Population,7.5,,
Kitsap County,1537900740,Geographic HPSA,Primary Care,10,WA,Designated,08/28/2017,,,Geographic Population,10.9,,
Long Beach,1539995370,Geographic HPSA,Primary Care,0,WA,Withdrawn,08/11/1992,05/30/1997,,Geographic Population,16.3,,
Longbranch,1539995316,Geographic HPSA,Primary Care,12,WA,Withdrawn,04/28/1978,07/02/2018,,Geographic Population,10.8,,
Longbranch,1536626191,Geographic HPSA,Primary Care,15,WA,Designated,10/20/2017,,,Geographic Population,8,,
Lopez Island,1533910918,Geographic HPSA,Primary Care,12,WA,Designated,07/24/2017,,,Geographic Population,16.4,,
Lopez Island,153999531N,Geographic HPSA,Primary Care,9,WA,Withdrawn,08/29/2003,07/02/2018,,Geographic Population,10.5,,
Lower Grant,1537628373,Geographic HPSA,Primary Care,17,WA,Designated,07/25/1978,,,Geographic Population,23.2,,
Mason County,1537482341,Geographic HPSA,Primary Care,16,WA,Designated,01/27/2010,,,Geographic Population,17,,
Mc Cleary-Elma,1539995301,Geographic HPSA,Primary Care,0,WA,Withdrawn,10/01/1978,03/02/2004,,Geographic Population,18.9,,
Medical Lake,1539995313,Geographic HPSA,Primary Care,0,WA,Withdrawn,08/18/1980,03/16/1984,,Geographic Population,0,,
Monroe/Sultan Service Area,1532193355,Geographic HPSA,Primary Care,12,WA,Designated,10/26/2017,,,Geographic Population,15.4,,
Morton Service Area,1539995356,Geographic HPSA,Primary Care,12,WA,Withdrawn,01/18/1990,07/02/2018,,Geographic Population,15.9,,
Naselle/Grays River,1539995309,Geographic HPSA,Primary Care,0,WA,Withdrawn,05/28/1980,12/31/1996,,Geographic Population,7,,
Neilton,1539995351,Geographic HPSA,Primary Care,0,WA,Withdrawn,07/23/1987,02/03/2004,,Geographic Population,12.5,,
Newport/Cusick,1539995353,Geographic HPSA,Primary Care,0,WA,Withdrawn,10/06/1988,03/23/2001,,Geographic Population,21.4,,
North Okanogan County Service Area,15399953D4,Geographic HPSA,Primary Care,0,WA,Withdrawn,10/28/2005,10/07/2010,,Geographic Population,,,
North Spokane,1538067837,Geographic HPSA,Primary Care,15,WA,Designated,09/15/2017,,,Geographic Population,8.6,,
North Thurston County,1535303651,Geographic HPSA,Primary Care,11,WA,Designated,10/20/2017,,,Geographic Population,11.7,,
Northeast Whitman,1539995347,Geographic HPSA,Primary Care,0,WA,Withdrawn,12/03/1984,12/31/1996,,Geographic Population,14.6,,
Northeast Whitman County,153999530Q,Geographic HPSA,Primary Care,15,WA,Withdrawn,06/22/2001,07/02/2018,,Geographic Population,14.6,,
Northeast Whitman County,1537147252,Geographic HPSA,Primary Care,15,WA,Designated,07/21/2017,,,Geographic Population,10.7,,
Northern Clark,15399953D5,Geographic HPSA,Primary Care,11,WA,Withdrawn,02/22/2006,07/02/2018,,Geographic Population,7.3,,
Northport,1539995360,Geographic HPSA,Primary Care,0,WA,Withdrawn,10/31/1990,06/13/2005,,Geographic Population,18.1,,
Odessa,1539995341,Geographic HPSA,Primary Care,0,WA,Withdrawn,09/30/1982,05/15/2001,,Geographic Population,9.3,,
Orcas Island,153999531M,Geographic HPSA,Primary Care,9,WA,Withdrawn,08/29/2003,07/02/2018,,Geographic Population,11.5,,
Oroville,1539995307,Geographic HPSA,Primary Care,0,WA,Withdrawn,10/01/1978,03/16/1984,,Geographic Population,0,,
Pe Ell,1539995319,Geographic HPSA,Primary Care,0,WA,Withdrawn,10/08/1982,10/02/1995,,Geographic Population,0,,
Pend Oreille,153051,Geographic HPSA,Primary Care,0,WA,Withdrawn,08/04/1978,12/07/2010,,Geographic Population,,,
Pike Market,1539995328,Geographic HPSA,Primary Care,0,WA,Withdrawn,05/24/1978,03/16/1984,,Geographic Population,0,,
Port Townsend and Quilcene,15399953G7,Geographic HPSA,Primary Care,10,WA,Withdrawn,04/10/2007,07/02/2018,,Geographic Population,10.8,,
Quilcene Bay,1539995373,Geographic HPSA,Primary Care,0,WA,Withdrawn,03/31/1993,08/09/2002,,Geographic Population,20.2,,
Raymond/South Bend,1539995304,Geographic HPSA,Primary Care,0,WA,Withdrawn,10/01/1978,06/13/1985,,Geographic Population,0,,
Republic,1539995339,Geographic HPSA,Primary Care,0,WA,Withdrawn,05/14/1982,02/02/2001,,Geographic Population,14.2,,
Ritzville,1539995305,Geographic HPSA,Primary Care,0,WA,Withdrawn,04/12/1979,12/31/1990,,Geographic Population,11,,
Rock Lake/LA Cross Service Area,1538714311,Geographic HPSA,Primary Care,15,WA,Designated,03/24/1987,,,Geographic Population,11.4,,
Rockford Service Area,1539995358,Geographic HPSA,Primary Care,13,WA,Withdrawn,05/04/1990,07/02/2018,,Geographic Population,10.4,,
San Juan,153055,Geographic HPSA,Primary Care,0,WA,Withdrawn,10/18/1978,03/16/1984,,Geographic Population,11,,
San Juan Island,153999532D,Geographic HPSA,Primary Care,11,WA,Withdrawn,01/20/2004,07/02/2018,,Geographic Population,7.2,,
San Juan Island,1532935667,Geographic HPSA,Primary Care,15,WA,Designated,06/30/2017,,,Geographic Population,9,,
Seattle-Central,1539995310,Geographic HPSA,Primary Care,0,WA,Withdrawn,10/01/1978,03/16/1984,,Geographic Population,0,,
Skamania County,153059,Geographic HPSA,Primary Care,14,WA,Withdrawn,10/01/1978,07/02/2018,,Geographic Population,13,,
Skykomish Service Area,153999532M,Geographic HPSA,Primary Care,10,WA,Withdrawn,07/14/2004,07/02/2018,,Geographic Population,7.4,,
Snoqualmie/North Bend,1535586501,Geographic HPSA,Primary Care,10,WA,Designated,10/16/2017,,,Geographic Population,5.6,,
South Okanogan County,153999530H,Geographic HPSA,Primary Care,0,WA,Withdrawn,02/02/2001,04/22/2005,,Geographic Population,24.5,,
South Seattle,1539995311,Geographic HPSA,Primary Care,0,WA,Withdrawn,05/30/1978,03/16/1984,,Geographic Population,0,,
South Thurston County,1533523190,Geographic HPSA,Primary Care,15,WA,Designated,10/20/2017,,,Geographic Population,12.1,,
Southeast Spokane,1536885957,Geographic HPSA,Primary Care,15,WA,Designated,09/15/2017,,,Geographic Population,7.4,,
Southwest Spokane,1532031102,Geographic HPSA,Primary Care,14,WA,Designated,09/15/2017,,,Geographic Population,18.9,,
Stanwood/Camano Island,15399953PA,Geographic HPSA,Primary Care,0,WA,Withdrawn,11/19/2001,11/03/2011,,Geographic Population,,,
Thurston South,15399953PF,Geographic HPSA,Primary Care,9,WA,Withdrawn,12/14/2011,07/02/2018,,Geographic Population,,,
Toledo/Vader/Winlock,1539995348,Geographic HPSA,Primary Care,0,WA,Withdrawn,04/22/1986,06/27/1995,,Geographic Population,14.5,,
Tulalip,1531764807,Geographic HPSA,Primary Care,15,WA,Designated,09/13/2007,,,Geographic Population,14,,
Twisp/Winthrop Service Area,1539995363,Geographic HPSA,Primary Care,14,WA,Withdrawn,07/10/1991,05/19/2014,,Geographic Population,,,
Vashon Maury Island,1531111612,Geographic HPSA,Primary Care,15,WA,Designated,07/28/2017,,,Geographic Population,6.3,,
Vashon-Maury Islands,1539995315,Geographic HPSA,Primary Care,0,WA,Withdrawn,04/28/1978,08/12/1981,,Geographic Population,7,,
Wahkiakum County,1539723356,Geographic HPSA,Primary Care,17,WA,Designated,01/07/2005,,,Geographic Population,21.8,,
West Clallam and West Jefferson,1537143037,Geographic HPSA,Primary Care,17,WA,Designated,06/28/2017,,,Geographic Population,20.1,,
Westport,1539995354,Geographic HPSA,Primary Care,0,WA,Withdrawn,04/18/1989,03/12/2002,,Geographic Population,15.3,,
Woodland/Cowlitz East,153999530Y,Geographic HPSA,Primary Care,0,WA,Withdrawn,09/28/2001,05/20/2002,,Geographic Population,13.3,,
Yacolt,1539995349,Geographic HPSA,Primary Care,0,WA,Withdrawn,09/09/1986,10/02/1995,,Geographic Population,14,,
Adams County,1555335137,Geographic HPSA,Primary Care,12,WI,Designated,05/30/1978,,,Geographic Population,12.7,,
Amherst/Iola,1559995539,Geographic HPSA,Primary Care,0,WI,Withdrawn,05/15/1981,10/31/1988,,Geographic Population,10,,
Arcadia,1559995517,Geographic HPSA,Primary Care,0,WI,Withdrawn,04/21/1978,09/20/1999,,Geographic Population,9.4,,
Athens/Edgar,1559995511,Geographic HPSA,Primary Care,0,WI,Withdrawn,03/26/1984,09/20/1999,,Geographic Population,8.9,,
Augusta/Osseo Service Area,15599955A2,Geographic HPSA,Primary Care,7,WI,Withdrawn,03/08/2002,07/02/2018,,Geographic Population,15,,
Baldwin,1559995541,Geographic HPSA,Primary Care,0,WI,Withdrawn,06/14/1982,09/20/1999,,Geographic Population,9,,
Baldwin Service Area,15599955D3,Geographic HPSA,Primary Care,5,WI,Withdrawn,02/14/2006,07/02/2018,,Geographic Population,4.9,,
Baldwin/Knapp,1556151158,Geographic HPSA,Primary Care,10,WI,Designated,12/01/2017,,,Geographic Population,7.3,,
Bayfield County,155007,Geographic HPSA,Primary Care,0,WI,Withdrawn,03/27/2008,05/01/2012,,Geographic Population,,,
Bayfield Service Area,1559995568,Geographic HPSA,Primary Care,0,WI,Withdrawn,10/04/1993,03/27/2008,,Geographic Population,20.1,,
Boscobel,1559995564,Geographic HPSA,Primary Care,0,WI,Withdrawn,06/16/1992,05/30/1997,,Geographic Population,18,,
Boscobel,155999559Z,Geographic HPSA,Primary Care,0,WI,Withdrawn,01/23/2002,06/26/2002,,Geographic Population,16.1,,
Burnett County,1559620582,Geographic HPSA,Primary Care,12,WI,Designated,01/08/1981,,,Geographic Population,16.2,,
Calumet,155015,Geographic HPSA,Primary Care,0,WI,Withdrawn,05/30/1978,01/30/2001,,Geographic Population,4.9,,
Capitol Drive (Milwaukee),1559995550,Geographic HPSA,Primary Care,0,WI,Withdrawn,03/26/1984,09/11/2006,,Geographic Population,25.8,,
Central Beloit,1559995572,Geographic HPSA,Primary Care,0,WI,Withdrawn,06/16/1994,06/29/2012,,Geographic Population,,,
Central Trempealeau Service Area,15599955C8,Geographic HPSA,Primary Care,0,WI,Withdrawn,02/16/2005,08/09/2011,,Geographic Population,,,
Chetek/Colfax,1559995574,Geographic HPSA,Primary Care,0,WI,Withdrawn,09/01/1994,11/03/2011,,Geographic Population,,,
Chilton/New Holstein/Brillion,1558634466,Geographic HPSA,Primary Care,10,WI,Designated,01/30/2001,,,Geographic Population,7.7,,
City of Kenosha,1552574378,Geographic HPSA,Primary Care,14,WI,Proposed For Withdrawal,05/24/1994,,,Geographic Population,37.3,,
City of Wausau,1551575060,Geographic HPSA,Primary Care,12,WI,Designated,06/28/2011,,,Geographic Population,24.3,,
Clark County,1558389086,Geographic HPSA,Primary Care,11,WI,Designated,04/21/1978,,,Geographic Population,16.3,,
Columbia,155021,Geographic HPSA,Primary Care,0,WI,Withdrawn,08/12/1994,08/10/2000,,Geographic Population,7.5,,
Coon Valley/Chaseburg,1559995552,Geographic HPSA,Primary Care,0,WI,Withdrawn,07/01/1985,06/29/2012,,Geographic Population,,,
Darlington/Shullsburg,1559995559,Geographic HPSA,Primary Care,0,WI,Withdrawn,09/10/1990,11/03/2011,,Geographic Population,,,
