HPSA_Name,HPSA_ID,Designation_Type,HPSA_Discipline_Class,HPSA_Score,Primary_State_Abbreviation,HPSA_Status,HPSA_Designation_Date,Withdrawn_Date,County_Name,HPSA Population Type,pct_of_pop_below_poverty,Longitude,Latitude
Local Service Area 14A (North Coastal Plain),748999482O,Geographic HPSA,Mental Health,0,TX,Withdrawn,1/21/2004,3/22/2010,,Geographic Population,,,
Local Service Area 30 (Concho Valley),7489994837,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,9/15/2000,,Geographic Population,16.6,,
Ochiltree County,7488266197,Geographic HPSA,Mental Health,15,TX,Designated,4/14/2000,,,Geographic Population,15.3,,
Borden County,7487635939,Geographic HPSA,Mental Health,10,TX,Designated,11/6/2009,,,Geographic Population,1,,
Rice Medical Associates-East Bernard,748999481I,Rural Health Clinic,Mental Health,19,TX,Withdrawn,10/18/2013,,Wharton County,,,-96.06636351,29.53077625
Local Service Area 37A,7489994852,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,9/15/2000,,Geographic Population,20.6,,
Billy Moore Correctional Facility,7484884450,Correctional Facility,Mental Health,15,TX,Proposed For Withdrawal,5/13/2016,,Rusk County,,,-94.97246874,32.32028828
Jester III Prison,7489994820,Correctional Facility,Mental Health,0,TX,Withdrawn,9/16/1986,10/2/1995,,,,-99.33305008,31.46273304
Trinity County,7483201678,Geographic HPSA,Mental Health,17,TX,Designated,7/17/2008,,,Geographic Population,16,,
Armstrong County,7481927367,Geographic HPSA,Mental Health,9,TX,Designated,4/14/2000,,,Geographic Population,10.3,,
Bee Busy Wellness Center,748999483S,Federally Qualified Health Center,Mental Health,16,TX,Designated,11/1/2013,,Harris County,,,-95.53141647,29.65599251
Beto Prison,7489994804,Correctional Facility,Mental Health,0,TX,Withdrawn,8/16/1985,6/29/2012,Anderson County,,,-95.82704568,31.76080713
Christus Family Practice Clinic - Jasper,74899948MW,Rural Health Clinic,Mental Health,14,TX,Designated,12/12/2014,,Jasper County,,,-94.00611464,30.90875978
Richmond State School,748999480L,State Mental Hospital,Mental Health,0,TX,Withdrawn,7/26/2001,11/3/2011,,,,-99.33305008,31.46273304
Mid Coast Medical Clinic,748999484M,Rural Health Clinic,Mental Health,12,TX,Withdrawn,4/3/2006,,Wharton County,,,-96.28928953,29.21837286
Fisher County,7487867366,Geographic HPSA,Mental Health,10,TX,Designated,4/14/2000,,,Geographic Population,14,,
Henderson County,7486015692,Geographic HPSA,Mental Health,12,TX,Designated,10/28/1994,,,Geographic Population,19.7,,
Gray County,7489358313,Geographic HPSA,Mental Health,17,TX,Designated,4/14/2000,,,Geographic Population,13.6,,
Alvin Community Health Endeavor,748999483P,Federally Qualified Health Center,Mental Health,0,TX,Withdrawn,9/30/2005,,Brazoria County,,,-95.25086898,29.42037686
Culberson County,7484834909,High Needs Geographic HPSA,Mental Health,11,TX,Designated,2/11/2008,,,Geographic Population,29.1,,
Orange County,7487345123,Geographic HPSA,Mental Health,17,TX,Designated,10/26/2018,,,Geographic Population,15.2,,
Zavala County,7483928755,High Needs Geographic HPSA,Mental Health,18,TX,Designated,2/11/2008,,,Geographic Population,32.3,,
CF-Larry Gist State Jail,7486265119,Correctional Facility,Mental Health,12,TX,Designated,5/26/2017,,Jefferson County,,,-94.0500323,29.99335136
Family Medicine Center,74899948M2,Rural Health Clinic,Mental Health,18,TX,Designated,2/25/2010,,Limestone County,,,-96.52988656,31.53157725
Sanderson Rural Health Center,74899948NJ,Rural Health Clinic,Mental Health,13,TX,Designated,8/26/2015,,Terrell County,,,-102.3981463,30.14194615
Ramsey I Prison,7489994823,Correctional Facility,Mental Health,0,TX,Withdrawn,9/16/1986,10/2/1995,,,,-99.33305008,31.46273304
Brown County,748049,Geographic HPSA,Mental Health,17,TX,Withdrawn,8/10/1988,7/2/2018,,Geographic Population,19.1,,
CF-George Beto Unit,7482403933,Correctional Facility,Mental Health,18,TX,Designated,7/8/2016,,Anderson County,,,-95.82704568,31.76080713
Federal Detention Center-Houston,7487158542,Correctional Facility,Mental Health,12,TX,Proposed For Withdrawal,11/18/2009,,Harris County,,,-95.36067713,29.75876956
La Salle County,7486817971,High Needs Geographic HPSA,Mental Health,16,TX,Designated,2/11/2008,,,Geographic Population,16.4,,
CF-Wayne Scott Unit,7489947368,Correctional Facility,Mental Health,6,TX,Designated,5/23/2017,,Brazoria County,,,-95.48739924,29.0956345
Mexia State School,748999480K,State Mental Hospital,Mental Health,0,TX,Withdrawn,7/26/2001,11/3/2011,,,,-99.33305008,31.46273304
Anson Family Wellness Clinic,748999483C,Rural Health Clinic,Mental Health,0,TX,Designated,11/4/2003,,Jones County,,,-99.89545806,32.76859332
Etmc First Physicians Clinic Jacksonville,74899948NN,Rural Health Clinic,Mental Health,18,TX,Designated,9/21/2015,,Cherokee County,,,-95.27091069,31.96123809
Community Health Service Agency Inc.,748999481R,Federally Qualified Health Center,Mental Health,19,TX,Designated,11/26/2003,,Hunt County,,,-96.10903249,33.138699
Donley County,7485862559,Geographic HPSA,Mental Health,10,TX,Designated,4/14/2000,,,Geographic Population,14.9,,
Floyd County,7481694891,High Needs Geographic HPSA,Mental Health,16,TX,Designated,4/10/2008,,,Geographic Population,22.8,,
Swisher County,7481973565,Geographic HPSA,Mental Health,14,TX,Designated,7/17/2008,,,Geographic Population,22,,
Angelina County,7488774468,High Needs Geographic HPSA,Mental Health,12,TX,Designated,4/2/2012,,,Geographic Population,19.9,,
Houston Health Care for the Homeless,748999481Y,Federally Qualified Health Center,Mental Health,9,TX,Designated,11/26/2003,,Harris County,,,-95.39599399,29.734296
CF-Bridgeport Correctional Center,7489902538,Correctional Facility,Mental Health,18,TX,Proposed For Withdrawal,5/13/2016,,Wise County,,,-97.75697178,33.23412114
Motley County,7486076518,High Needs Geographic HPSA,Mental Health,10,TX,Designated,7/17/2008,,,Geographic Population,14.4,,
Eduardo Moreno Rural Health Clinic,748999480R,Rural Health Clinic,Mental Health,17,TX,Designated,8/16/2013,,Zavala County,,,-99.83153084,28.67484922
Rusk State Hospital,7489994835,State Mental Hospital,Mental Health,0,TX,Withdrawn,2/13/1990,6/29/2012,Cherokee County,,,-95.15604722,31.80923471
Low Income - Nueces County,7488661458,HPSA Population,Mental Health,17,TX,Designated,12/19/2011,,,Low Income Population HPSA,17.7,,
Anderson County,7488776046,Geographic HPSA,Mental Health,12,TX,Designated,10/28/1994,,,Geographic Population,18.1,,
Leon County,7487484420,Geographic HPSA,Mental Health,17,TX,Designated,2/11/2008,,,Geographic Population,13.5,,
Gonzales County,7485917128,High Needs Geographic HPSA,Mental Health,16,TX,Designated,2/11/2008,,,Geographic Population,21.8,,
Taylor County,748441,Geographic HPSA,Mental Health,12,TX,Designated,12/29/2017,,,Geographic Population,18,,
Stephens County Medical Clinic,748999481O,Rural Health Clinic,Mental Health,11,TX,Designated,3/13/2014,,Stephens County,,,-98.88652514,32.75515744
Guadalupe County,7486138721,Geographic HPSA,Mental Health,12,TX,Designated,10/15/2013,,,Geographic Population,9.7,,
Yoakum County,7488343833,Geographic HPSA,Mental Health,13,TX,Designated,4/14/2000,,,Geographic Population,10.8,,
Etmc First Physician Health Clinic,74899948G9,Rural Health Clinic,Mental Health,16,TX,Designated,4/3/2006,,Wood County,,,-95.44343505,32.79672873
East Texas Community Health Services,748999482B,Federally Qualified Health Center,Mental Health,20,TX,Designated,11/26/2003,,Nacogdoches County,,,-94.64721986,31.58833557
Crosby County,7484171353,High Needs Geographic HPSA,Mental Health,15,TX,Designated,12/7/2005,,,Geographic Population,23.7,,
Limestone County,7481478137,Geographic HPSA,Mental Health,17,TX,Designated,2/11/2008,,,Geographic Population,22.3,,
Local Service Area 25 (Hunt Family Services),7489994877,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,9/15/2000,,Geographic Population,17.8,,
Northeast Harris,748999482Z,Geographic HPSA,Mental Health,0,TX,Withdrawn,11/10/2004,6/29/2012,,Geographic Population,,,
Tyler Family Circle of Care,748999483G,Federally Qualified Health Center,Mental Health,19,TX,Designated,9/1/2013,,Smith County,,,-95.29883083,32.3437425
Immigration and Customs Enforcement - Willacy,74899948M6,Correctional Facility,Mental Health,24,TX,Withdrawn,8/16/2010,1/10/2014,Willacy County,,,-97.76074192,26.47065104
Giddings State School,74899948ML,Correctional Facility,Mental Health,12,TX,Proposed For Withdrawal,6/21/2011,,Lee County,,,-96.89847385,30.17543074
Tejas Health Care (Thc),74899948M5,Federally Qualified Health Center,Mental Health,20,TX,Designated,2/19/2010,,Fayette County,,,-96.87655249,29.916636
Mt. Enterprise Community Health Center,74899948A6,Federally Qualified Health Center,Mental Health,20,TX,Designated,3/1/2009,,Rusk County,,,-94.68211695,31.91784925
Parmer County,7484062817,Geographic HPSA,Mental Health,15,TX,Designated,7/17/2008,,,Geographic Population,17.5,,
Edwards County,7488877315,Geographic HPSA,Mental Health,10,TX,Designated,12/7/2005,,,Geographic Population,15.9,,
Bailey County,7481939317,High Needs Geographic HPSA,Mental Health,15,TX,Designated,3/20/2008,,,Geographic Population,20.8,,
Muleshoe Family Clinic,748999483T,Rural Health Clinic,Mental Health,20,TX,Designated,8/27/2013,,Bailey County,,,-102.7283163,34.22108987
Low Income - Brewster County,7481673688,HPSA Population,Mental Health,11,TX,Designated,9/11/2018,,,Low Income Population HPSA,11.2,,
Lampasas County,7481828369,High Needs Geographic HPSA,Mental Health,12,TX,Designated,12/21/2007,,,Geographic Population,14.5,,
Loving County,7482544515,Geographic HPSA,Mental Health,6,TX,Designated,4/14/2000,,,Geographic Population,18.8,,
Crane County,7485770927,Geographic HPSA,Mental Health,10,TX,Designated,4/14/2000,,,Geographic Population,10.3,,
CF-James V. Allred Unit,7488174472,Correctional Facility,Mental Health,21,TX,Designated,8/24/2018,,Wichita County,,,-98.60328036,33.97726613
Fourth Ward Clinic Dba Good Neighbor Hcc,748999483O,Federally Qualified Health Center,Mental Health,17,TX,Designated,9/30/2005,,Harris County,,,-95.38545957,29.75343051
San Augustine County,7484182894,High Needs Geographic HPSA,Mental Health,16,TX,Designated,7/17/2008,,,Geographic Population,23.7,,
Fort Bend,748157,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,9/15/2000,,Geographic Population,8,,
Kaufman County,748257,Geographic HPSA,Mental Health,14,TX,Withdrawn,10/28/1994,7/2/2018,,Geographic Population,13.8,,
Briscoe County,7486002748,High Needs Geographic HPSA,Mental Health,13,TX,Designated,3/20/2008,,,Geographic Population,20.4,,
Acres Home,7483867967,Geographic HPSA,Mental Health,13,TX,Proposed For Withdrawal,3/2/2006,,,Geographic Population,26.9,,
Hemphill County,7482035362,Geographic HPSA,Mental Health,10,TX,Designated,4/14/2000,,,Geographic Population,13.1,,
Brownsville Community Health Center,748999484T,Federally Qualified Health Center,Mental Health,19,TX,Designated,10/2/2002,,Cameron County,,,-97.4786619,25.90244132
Lynn County,7484561503,Geographic HPSA,Mental Health,13,TX,Designated,1/21/2001,,,Geographic Population,18,,
Terrell County,7486685456,Geographic HPSA,Mental Health,12,TX,Designated,4/14/2000,,,Geographic Population,16.8,,
Castro County,7481812490,High Needs Geographic HPSA,Mental Health,15,TX,Designated,4/10/2008,,,Geographic Population,19.4,,
CF-Lv Hightower,7481572969,Correctional Facility,Mental Health,12,TX,Proposed For Withdrawal,7/8/2016,,Liberty County,,,-94.93461392,30.10013656
Low Income McLennan County,7485788046,HPSA Population,Mental Health,18,TX,Designated,5/1/2014,,,Low Income Population HPSA,21.5,,
Family Medical Clinic of Hansford County,748999482D,Rural Health Clinic,Mental Health,12,TX,Designated,2/7/2014,,Hansford County,,,-101.2003769,36.19077164
Cherokee County,7489964439,High Needs Geographic HPSA,Mental Health,16,TX,Designated,10/28/1994,,,Geographic Population,23.2,,
Grimes County,748185,Geographic HPSA,Mental Health,17,TX,Withdrawn,3/31/1999,7/2/2018,,Geographic Population,18.8,,
Live Oak County,7485985220,Geographic HPSA,Mental Health,16,TX,Designated,4/2/2010,,,Geographic Population,15.4,,
Colorado County,7481868094,Geographic HPSA,Mental Health,18,TX,Designated,12/27/2012,,,Geographic Population,17.4,,
Federal Medical Center - Fort Worth,7483350268,Correctional Facility,Mental Health,12,TX,Designated,12/20/2018,,Tarrant County,,,-97.28558401,32.68318319
Menard County,7482629542,High Needs Geographic HPSA,Mental Health,12,TX,Designated,10/28/1994,,,Geographic Population,16.3,,
East Texas Medical Center-Henderson,7489994815,Rural Health Clinic,Mental Health,16,TX,Designated,8/19/2013,,Rusk County,,,-94.79636902,32.16157358
Horseshoe Bay Clinic,748999481F,Rural Health Clinic,Mental Health,21,TX,Designated,10/30/2013,,Llano County,,,-98.39783641,30.52962453
Lone Star Community Health Center,748999483Y,Federally Qualified Health Center,Mental Health,17,TX,Designated,9/30/2003,,Montgomery County,,,-95.46325805,30.30945198
Munday Clinic,74899948M9,Rural Health Clinic,Mental Health,11,TX,Designated,11/12/2010,,Knox County,,,-99.62367817,33.45117638
Frio County,7486388062,High Needs Geographic HPSA,Mental Health,18,TX,Designated,2/11/2008,,,Geographic Population,21.7,,
Federal Correctional Institution - Big Spring,74899948B8,Correctional Facility,Mental Health,21,TX,Withdrawn,11/18/2009,6/27/2013,Howard County,,,-101.5065549,32.22863829
Val Verde County,7484113285,Geographic HPSA,Mental Health,18,TX,Designated,4/14/2000,,,Geographic Population,22.3,,
Kent County Rural Health Clinic,74899948NP,Rural Health Clinic,Mental Health,16,TX,Designated,9/22/2015,,Kent County,,,-100.5745166,33.25739305
Hood County,7486865413,Geographic HPSA,Mental Health,14,TX,Designated,2/12/1990,,,Geographic Population,11.7,,
Marion County,7488663991,High Needs Geographic HPSA,Mental Health,14,TX,Designated,6/2/2008,,,Geographic Population,23.8,,
Ellis County Coalition for Health Option,74899948A4,Federally Qualified Health Center,Mental Health,20,TX,Designated,3/1/2009,,Ellis County,,,-96.84463067,32.38290093
Zapata County,7486851591,High Needs Geographic HPSA,Mental Health,20,TX,Designated,2/12/2008,,,Geographic Population,36.4,,
Bowie County,748037,Geographic HPSA,Mental Health,15,TX,Withdrawn,10/28/1994,7/2/2018,,Geographic Population,19.3,,
Low Income - Travis County,7485886683,HPSA Population,Mental Health,14,TX,Designated,8/24/2018,,,Low Income Population HPSA,15.2,,
Camp County,7485710151,High Needs Geographic HPSA,Mental Health,14,TX,Designated,10/28/1994,,,Geographic Population,21.5,,
CF-Jester 1 Unit,7482989036,Correctional Facility,Mental Health,6,TX,Designated,5/18/2016,,Fort Bend County,,,-95.7046077,29.62615976
Dickens County,7483396554,Geographic HPSA,Mental Health,10,TX,Designated,12/7/2005,,,Geographic Population,15.7,,
North Texas Area Community Health Center Inc.,748999483N,Federally Qualified Health Center,Mental Health,17,TX,Designated,9/30/2005,,Tarrant County,,,-97.34918878,32.78308449
CF - Buster Cole State Jail,7488176755,Correctional Facility,Mental Health,21,TX,Proposed For Withdrawal,7/8/2016,,Fannin County,,,-96.22573395,33.59363955
Bandera County,7486333225,Geographic HPSA,Mental Health,15,TX,Designated,12/2/2005,,,Geographic Population,15,,
Northeast Community Health Center,748999483L,Federally Qualified Health Center,Mental Health,0,TX,Withdrawn,9/30/2005,,Harris County,,,-95.31881217,29.77490204
Burnet County,748053,Geographic HPSA,Mental Health,14,TX,Withdrawn,11/23/2009,7/2/2018,,Geographic Population,16.6,,
Federal Correctional Institution - Seagoville,74899948B4,Correctional Facility,Mental Health,12,TX,Withdrawn,11/18/2009,6/27/2013,Dallas County,,,-96.56537274,32.65783176
Community Action Corporation of South Texas,748999483Z,Federally Qualified Health Center,Mental Health,0,TX,Designated,9/30/2003,,Jim Wells County,,,-98.07527249,27.75107547
Low Income - Harris County,7487929203,HPSA Population,Mental Health,12,TX,Designated,10/26/2018,,,Low Income Population HPSA,17.3,,
Hamilton County,7483921435,Geographic HPSA,Mental Health,13,TX,Designated,1/22/2004,,,Geographic Population,12,,
Morris,748343,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,9/15/2000,,Geographic Population,19.4,,
Callahan County,7489108029,Geographic HPSA,Mental Health,16,TX,Designated,4/14/2000,,,Geographic Population,18.4,,
Kleberg County,7482942794,Geographic HPSA,Mental Health,17,TX,Designated,10/28/1994,,,Geographic Population,25.5,,
CF-Choice Moore Transfer Facility,7485847513,Correctional Facility,Mental Health,21,TX,Proposed For Withdrawal,7/8/2016,,Fannin County,,,-96.23302051,33.59011878
Stonewall Rural Health Clinic,74899948NL,Rural Health Clinic,Mental Health,11,TX,Designated,9/11/2015,,Stonewall County,,,-100.2274753,33.15009376
Legacy Community Health Systems Inc.,748999483U,Federally Qualified Health Center,Mental Health,12,TX,Designated,5/1/2006,,Harris County,,,-95.38339963,29.74461151
Bexar County,7488333753,High Needs Geographic HPSA,Mental Health,12,TX,Designated,7/18/2018,,,Geographic Population,17.1,,
Webb County,7487485998,Geographic HPSA,Mental Health,18,TX,Designated,9/20/2018,,,Geographic Population,32,,
Martin County,7484999209,Geographic HPSA,Mental Health,9,TX,Designated,4/14/2000,,,Geographic Population,14.1,,
Jasper County,7483392236,Geographic HPSA,Mental Health,16,TX,Designated,6/2/2008,,,Geographic Population,17.8,,
Grayson County,748181,Geographic HPSA,Mental Health,14,TX,Withdrawn,10/28/1994,6/27/2013,,Geographic Population,,,
Polunsky Prison,7489994884,Correctional Facility,Mental Health,0,TX,Withdrawn,3/31/1999,6/29/2012,Polk County,,,-95.01294049,30.69434628
Cottle County,7487470947,Geographic HPSA,Mental Health,11,TX,Designated,10/27/2003,,,Geographic Population,20.4,,
Hardeman County,7482482386,High Needs Geographic HPSA,Mental Health,13,TX,Designated,10/27/2003,,,Geographic Population,23.8,,
Cactus Health Services Inc.,748999483X,Federally Qualified Health Center,Mental Health,17,TX,Designated,9/30/2003,,Pecos County,,,-102.8781203,30.88733859
Family Care Center Walk in Clinic,74899948O8,Rural Health Clinic,Mental Health,18,TX,Designated,10/10/2018,,Pecos County,,,-102.8792209,30.88926288
West Dallas,7482132665,High Needs Geographic HPSA,Mental Health,9,TX,Designated,6/21/2001,,,Geographic Population,33.9,,
People's Community Clinic,74899948MR,Federally Qualified Health Center,Mental Health,18,TX,Designated,6/1/2012,,Travis County,,,-97.72374396,30.28797209
Pediatric Practice Association - Roma,74899948ND,Rural Health Clinic,Mental Health,13,TX,Designated,5/27/2015,,Starr County,,,-99.01962502,26.4118042
Mills County,7481814005,Geographic HPSA,Mental Health,12,TX,Designated,2/11/2008,,,Geographic Population,12.1,,
Bee County,7488673124,Geographic HPSA,Mental Health,18,TX,Designated,3/22/2010,,,Geographic Population,23.2,,
Upton County,7489127766,Geographic HPSA,Mental Health,11,TX,Designated,4/14/2000,,,Geographic Population,18.5,,
CF-John R. Lindsey State Jail,7489067651,Correctional Facility,Mental Health,18,TX,Proposed For Withdrawal,7/8/2016,,Jack County,,,-98.12769573,33.13152841
Stephens County,7481057370,Geographic HPSA,Mental Health,15,TX,Designated,4/14/2000,,,Geographic Population,19.9,,
Christus Family Practice Center - Rayburn,74899948MV,Rural Health Clinic,Mental Health,14,TX,Designated,12/12/2014,,Jasper County,,,-93.94505723,31.0580637
South Central Houston Action Council Inc.,748999482Q,Federally Qualified Health Center,Mental Health,17,TX,Designated,12/2/2003,,Harris County,,,-95.33666261,29.65813132
Burleson County,7483750363,Geographic HPSA,Mental Health,17,TX,Designated,2/11/2008,,,Geographic Population,16,,
Erath County,7485163697,High Needs Geographic HPSA,Mental Health,13,TX,Designated,2/12/1990,,,Geographic Population,23.9,,
San Jacinto County,7488430897,Geographic HPSA,Mental Health,18,TX,Designated,6/2/2008,,,Geographic Population,20.1,,
Archer,748009,Geographic HPSA,Mental Health,0,TX,Withdrawn,4/14/2000,11/3/2011,,Geographic Population,,,
Pack I Prison,7489994821,Correctional Facility,Mental Health,0,TX,Withdrawn,9/16/1986,10/2/1995,,,,-99.33305008,31.46273304
CF-Mark W. Stiles,7487216850,Correctional Facility,Mental Health,12,TX,Designated,7/12/2016,,Jefferson County,,,-94.05459285,29.99327317
Jeff Davis County,7485257400,Geographic HPSA,Mental Health,9,TX,Designated,2/11/2008,,,Geographic Population,7.3,,
Christus Jasper Family Practice Clinic,748999483E,Rural Health Clinic,Mental Health,16,TX,Designated,10/26/2002,,Jasper County,,,-94.00843918,30.90758877
CF-Joe F. Gurney Unit,7481603466,Correctional Facility,Mental Health,21,TX,Proposed For Withdrawal,7/8/2016,,Anderson County,,,-95.74621999,31.755462
South Irving Service Area,7481857339,Geographic HPSA,Mental Health,7,TX,Designated,6/13/2014,,,Geographic Population,19.5,,
Schleicher County Family Clinic,7489994843,Rural Health Clinic,Mental Health,16,TX,Designated,7/31/2014,,Schleicher County,,,-100.5904865,30.86975495
Corpus Christi State School,748999480F,State Mental Hospital,Mental Health,0,TX,Withdrawn,7/26/2001,11/3/2011,,,,-99.33305008,31.46273304
Deaf Smith County,7483398616,Geographic HPSA,Mental Health,17,TX,Designated,9/14/2010,,,Geographic Population,19.1,,
Washington County,7483005436,Geographic HPSA,Mental Health,10,TX,Designated,2/11/2008,,,Geographic Population,14.3,,
Low Income - Wharton County,7484493071,HPSA Population,Mental Health,12,TX,Designated,9/20/2018,,,Low Income Population HPSA,17.7,,
Cooke County,7487706969,Geographic HPSA,Mental Health,17,TX,Designated,10/28/1994,,,Geographic Population,14.4,,
Bastrop County,7481355964,Geographic HPSA,Mental Health,9,TX,Designated,11/6/2009,,,Geographic Population,15.8,,
Mitchell County,7488960844,High Needs Geographic HPSA,Mental Health,14,TX,Designated,10/28/1994,,,Geographic Population,10.9,,
Lipscomb County,7484889936,Geographic HPSA,Mental Health,10,TX,Designated,4/14/2000,,,Geographic Population,10.4,,
United Medical Centers,748999481N,Federally Qualified Health Center,Mental Health,18,TX,Designated,11/26/2003,,Maverick County,,,-100.4782545,28.73063522
Children's Care-a-Van,74899948MS,Rural Health Clinic,Mental Health,17,TX,Designated,1/19/2005,,Caldwell County,,,-97.66991919,29.8829586
Rockwall,748397,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,9/15/2000,,Geographic Population,6.8,,
Hudspeth County,7486791743,High Needs Geographic HPSA,Mental Health,16,TX,Designated,2/11/2008,,,Geographic Population,43.1,,
Brazos County,748041,Geographic HPSA,Mental Health,16,TX,Withdrawn,1/8/2010,7/2/2018,,Geographic Population,29.3,,
Navarro County,7482306198,Geographic HPSA,Mental Health,19,TX,Designated,1/8/2010,,,Geographic Population,21.8,,
Christus Family Practice Clinic - Kirbyville,74899948MX,Rural Health Clinic,Mental Health,14,TX,Designated,12/12/2014,,Jasper County,,,-93.89235982,30.6596635
Parkview Rural Health Clinic,74899948P1,Rural Health Clinic,Mental Health,9,TX,Designated,11/29/2018,,Wheeler County,,,-100.2699135,35.43987547
Lamb County,7489365488,Geographic HPSA,Mental Health,18,TX,Designated,3/27/2009,,,Geographic Population,23.2,,
McConnell Prison,7489994887,Correctional Facility,Mental Health,0,TX,Withdrawn,3/31/1999,6/29/2012,Bee County,,,-97.72042072,28.37321442
Bogata Medical Clinic,748999480S,Rural Health Clinic,Mental Health,18,TX,Designated,6/27/2011,,Red River County,,,-95.22133058,33.47317617
El Paso County,748141,High Needs Geographic HPSA,Mental Health,17,TX,Withdrawn,9/16/1986,7/2/2018,,Geographic Population,27.7,,
Brewster County,748043,High Needs Geographic HPSA,Mental Health,15,TX,Withdrawn,2/11/2008,7/2/2018,,Geographic Population,12.9,,
Iowa Park Clinic,74899948P2,Rural Health Clinic,Mental Health,17,TX,Designated,1/14/2019,,Wichita County,,,-98.65321917,33.96346636
CF-Jester 3 Unit,7485478252,Correctional Facility,Mental Health,6,TX,Proposed For Withdrawal,7/8/2016,,Fort Bend County,,,-95.70460486,29.62594578
Matagorda County,7484088906,High Needs Geographic HPSA,Mental Health,18,TX,Designated,10/28/1994,,,Geographic Population,21.5,,
Hall County,7482063568,Geographic HPSA,Mental Health,13,TX,Designated,4/14/2000,,,Geographic Population,24.1,,
Young County,7488214995,Geographic HPSA,Mental Health,18,TX,Designated,4/14/2000,,,Geographic Population,16.8,,
Presidio County,7487754371,High Needs Geographic HPSA,Mental Health,16,TX,Designated,2/11/2008,,,Geographic Population,21.4,,
Kinney County,7486329172,Geographic HPSA,Mental Health,12,TX,Designated,4/14/2000,,,Geographic Population,25.3,,
Milam County,7485618017,Geographic HPSA,Mental Health,16,TX,Designated,6/17/2009,,,Geographic Population,19.4,,
Ward County,7489188557,Geographic HPSA,Mental Health,13,TX,Designated,4/14/2000,,,Geographic Population,19.9,,
Sabine County,7482448398,Geographic HPSA,Mental Health,16,TX,Designated,1/8/2010,,,Geographic Population,25.3,,
Ysleta Del Sur Pueblo,748999481H,Native American/Tribal Facility/Population,Mental Health,21,TX,Designated,10/26/2013,,El Paso County,,,-106.3222469,31.68473125
Ellis County,748139,Geographic HPSA,Mental Health,13,TX,Withdrawn,10/28/1994,6/27/2013,,Geographic Population,,,
Coffield Prison,7489994805,Correctional Facility,Mental Health,0,TX,Withdrawn,8/16/1985,10/2/1995,,,,-99.33305008,31.46273304
Jack County Medical Clinic,74899948O5,Rural Health Clinic,Mental Health,17,TX,Designated,9/28/2018,,Jack County,,,-98.16920433,33.22596237
Wood County,7487858601,Geographic HPSA,Mental Health,16,TX,Designated,10/28/1994,,,Geographic Population,14.5,,
Upshur,748459,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,10/14/2003,,Geographic Population,14.9,,
Dallam County,7482806510,Geographic HPSA,Mental Health,12,TX,Designated,4/13/2010,,,Geographic Population,18.3,,
Franklin,748159,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,9/15/2000,,Geographic Population,16.3,,
Beeville Family Practice,748999480O,Rural Health Clinic,Mental Health,16,TX,Designated,11/25/2003,,Bee County,,,-97.73230912,28.40688293
Jim Wells County,7486689064,Geographic HPSA,Mental Health,14,TX,Designated,10/28/1994,,,Geographic Population,20.4,,
Medical Center Hospital,74899948O7,Federally Qualified Health Center Look A Like,Mental Health,22,TX,Designated,9/28/2018,,Ector County,,,-102.3719894,31.83190395
Marshall Health Clinic,74899948NZ,Rural Health Clinic,Mental Health,15,TX,Designated,11/22/2016,,Harrison County,,,-94.36987454,32.53667167
Amistad Community Health Center,748999484R,Federally Qualified Health Center,Mental Health,21,TX,Designated,1/9/2007,,Nueces County,,,-97.40460874,27.7749839
CF-Vance Unit,7485528139,Correctional Facility,Mental Health,6,TX,Proposed For Withdrawal,7/8/2016,,Fort Bend County,,,-95.70460628,29.62605277
Health Center of Southeast Texas,748999484H,Federally Qualified Health Center,Mental Health,7,TX,Designated,9/30/2007,,Liberty County,,,-95.08440955,30.34202364
Cross Timbers Healthcare,748999481M,Federally Qualified Health Center,Mental Health,19,TX,Designated,11/26/2003,,Comanche County,,,-98.54642858,32.11109307
Wichita County,7485480088,Geographic HPSA,Mental Health,16,TX,Designated,8/19/2015,,,Geographic Population,16.7,,
Mason County,7482646724,Geographic HPSA,Mental Health,10,TX,Designated,12/7/2005,,,Geographic Population,11.2,,
Hill County,7484813572,Geographic HPSA,Mental Health,18,TX,Designated,12/6/2000,,,Geographic Population,19.5,,
Throckmorton County,7485249341,Geographic HPSA,Mental Health,9,TX,Designated,4/14/2000,,,Geographic Population,9.8,,
Robertson County,7482931746,High Needs Geographic HPSA,Mental Health,18,TX,Designated,2/11/2008,,,Geographic Population,18.9,,
Smith,748423,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,12/6/2000,,Geographic Population,15.9,,
CF-Mountain View Unit,7487891265,Correctional Facility,Mental Health,6,TX,Designated,7/31/2017,,Coryell County,,,-97.73019069,31.48534225
