HPSA_Name,HPSA_ID,Designation_Type,HPSA_Discipline_Class,HPSA_Score,Primary_State_Abbreviation,HPSA_Status,HPSA_Designation_Date,Withdrawn_Date,County_Name,HPSA Population Type,pct_of_pop_below_poverty,Longitude,Latitude
Catahoula Parish,6225570311,High Needs Geographic HPSA,Dental Health,11,LA,Designated,07/10/1979,,,Geographic Population,20.8,,
Central Shreveport,6229992247,High Needs Geographic HPSA,Dental Health,0,LA,Withdrawn,01/05/2007,06/05/2012,,Geographic Population,,,
Claiborne Parish,6222147559,High Needs Geographic HPSA,Dental Health,16,LA,Designated,11/03/2005,,,Geographic Population,29.2,,
Concordia,622029,High Needs Geographic HPSA,Dental Health,0,LA,Withdrawn,03/14/1980,01/24/2012,,Geographic Population,,,
De Soto Parish,6223058193,High Needs Geographic HPSA,Dental Health,20,LA,Designated,03/14/1980,,,Geographic Population,25,,
Donaldsonville Cut-Out,6222549677,High Needs Geographic HPSA,Dental Health,16,LA,Designated,05/13/2014,,,Geographic Population,29.8,,
East Carroll Parish,6227003021,High Needs Geographic HPSA,Dental Health,23,LA,Designated,03/14/1980,,,Geographic Population,46.5,,
East Feliciana Parish,622037,High Needs Geographic HPSA,Dental Health,14,LA,Withdrawn,11/22/2005,07/02/2018,,Geographic Population,23.5,,
Eden Park/South Baton Rouge,6229992202,High Needs Geographic HPSA,Dental Health,0,LA,Withdrawn,07/03/1979,08/01/2011,,Geographic Population,,,
Franklin Parish,6224205537,High Needs Geographic HPSA,Dental Health,22,LA,Designated,03/14/1980,,,Geographic Population,31.2,,
Grant Parish,6228813264,High Needs Geographic HPSA,Dental Health,14,LA,Designated,03/14/1980,,,Geographic Population,18,,
Iberia Parish,622045,High Needs Geographic HPSA,Dental Health,0,LA,Withdrawn,11/15/2005,09/06/2013,,Geographic Population,,,
Iberville,622047,High Needs Geographic HPSA,Dental Health,6,LA,Withdrawn,11/22/2005,01/17/2013,,Geographic Population,,,
Jackson Parish,6225448214,High Needs Geographic HPSA,Dental Health,20,LA,Designated,03/14/1980,,,Geographic Population,24.6,,
Jefferson Davis Parish,6221805434,High Needs Geographic HPSA,Dental Health,13,LA,Designated,12/16/2005,,,Geographic Population,21.3,,
LA Salle Parish,6229691850,High Needs Geographic HPSA,Dental Health,18,LA,Designated,11/17/2006,,,Geographic Population,17.5,,
Lafitte,6229992241,High Needs Geographic HPSA,Dental Health,0,LA,Withdrawn,03/10/2005,09/10/2010,,Geographic Population,,,
Livingston,622063,High Needs Geographic HPSA,Dental Health,0,LA,Withdrawn,11/22/2005,09/21/2011,,Geographic Population,,,
Madison Parish,6228067678,High Needs Geographic HPSA,Dental Health,20,LA,Designated,05/30/1979,,,Geographic Population,38.6,,
Morehouse Parish,6222207411,High Needs Geographic HPSA,Dental Health,16,LA,Designated,03/14/1980,,,Geographic Population,27.2,,
Natchitoches Parish,6224352549,High Needs Geographic HPSA,Dental Health,13,LA,Designated,03/14/1980,,,Geographic Population,27.1,,
North Caddo Parish Service Area,6229992213,High Needs Geographic HPSA,Dental Health,0,LA,Withdrawn,01/05/2007,06/05/2012,,Geographic Population,,,
Northwest Baton Rouge,6229992242,High Needs Geographic HPSA,Dental Health,0,LA,Withdrawn,03/25/2005,08/01/2011,,Geographic Population,,,
Old Kenner/River Town,6229992244,High Needs Geographic HPSA,Dental Health,0,LA,Withdrawn,03/25/2005,09/10/2010,,Geographic Population,,,
Pointe Coupee Parish,6224460756,High Needs Geographic HPSA,Dental Health,7,LA,Designated,11/22/2005,,,Geographic Population,18.3,,
Red River Parish,6229220602,High Needs Geographic HPSA,Dental Health,20,LA,Designated,03/14/1980,,,Geographic Population,21.9,,
Sabine Parish,6221869441,High Needs Geographic HPSA,Dental Health,20,LA,Designated,01/05/2007,,,Geographic Population,22.1,,
South Eden Park/Southwest Baton Rouge,6229992243,High Needs Geographic HPSA,Dental Health,0,LA,Withdrawn,03/25/2005,08/01/2011,,Geographic Population,,,
St. Bernard Parish,622087,High Needs Geographic HPSA,Dental Health,10,LA,Withdrawn,12/01/2005,10/15/2010,,Geographic Population,,,
St. Charles,622089,High Needs Geographic HPSA,Dental Health,0,LA,Withdrawn,11/22/2005,06/29/2012,,Geographic Population,,,
St. Helena Parish,6222912531,High Needs Geographic HPSA,Dental Health,20,LA,Designated,05/14/2004,,,Geographic Population,28.7,,
St. James,622093,High Needs Geographic HPSA,Dental Health,0,LA,Withdrawn,11/22/2005,07/19/2011,,Geographic Population,,,
St. John the Baptist,622095,High Needs Geographic HPSA,Dental Health,9,LA,Withdrawn,11/22/2005,12/02/2010,,Geographic Population,,,
St. Landry Parish,6228969254,High Needs Geographic HPSA,Dental Health,14,LA,Designated,06/30/2000,,,Geographic Population,27.7,,
St. Martin Parish,6225190304,High Needs Geographic HPSA,Dental Health,9,LA,Designated,11/22/2005,,,Geographic Population,18.7,,
St. Mary Parish,6224319500,High Needs Geographic HPSA,Dental Health,12,LA,Designated,03/03/1993,,,Geographic Population,22.2,,
Tangipahoa,622105,High Needs Geographic HPSA,Dental Health,0,LA,Withdrawn,01/09/2001,06/29/2012,,Geographic Population,,,
Tensas Parish,6225868993,High Needs Geographic HPSA,Dental Health,22,LA,Designated,04/27/1979,,,Geographic Population,36.2,,
Union Parish,6221429307,High Needs Geographic HPSA,Dental Health,20,LA,Designated,03/14/1980,,,Geographic Population,28.1,,
Vermilion Parish,6222935670,High Needs Geographic HPSA,Dental Health,4,LA,Designated,11/22/2005,,,Geographic Population,17.3,,
Vernon Parish,622115,High Needs Geographic HPSA,Dental Health,18,LA,Withdrawn,03/12/1979,07/02/2018,,Geographic Population,15.1,,
Washington Parish,6221430400,High Needs Geographic HPSA,Dental Health,12,LA,Designated,11/22/2005,,,Geographic Population,25.8,,
Webster Parish,6225025640,High Needs Geographic HPSA,Dental Health,16,LA,Designated,11/03/2005,,,Geographic Population,23.1,,
West Baton Rouge,622121,High Needs Geographic HPSA,Dental Health,0,LA,Withdrawn,03/31/1980,07/19/2011,,Geographic Population,,,
West Carroll Parish,6222964591,High Needs Geographic HPSA,Dental Health,18,LA,Designated,10/15/1979,,,Geographic Population,26.7,,
West Feliciana,622125,High Needs Geographic HPSA,Dental Health,0,LA,Withdrawn,11/22/2005,06/29/2012,,Geographic Population,,,
Winn Parish,622127,High Needs Geographic HPSA,Dental Health,12,LA,Withdrawn,02/26/1979,07/02/2018,,Geographic Population,21,,
Dukes County,625007,High Needs Geographic HPSA,Dental Health,7,MA,Designated,12/22/2017,,,Geographic Population,11.2,,
Hilltown,6259992572,High Needs Geographic HPSA,Dental Health,4,MA,Withdrawn,01/29/2008,07/02/2018,,Geographic Population,6,,
Lower Outer Cape,6259992522,High Needs Geographic HPSA,Dental Health,6,MA,Designated,12/26/2017,,,Geographic Population,8.6,,
Mid-Cape Geographic Area,6259992558,High Needs Geographic HPSA,Dental Health,7,MA,Withdrawn,12/18/2006,07/02/2018,,Geographic Population,11.4,,
Nantucket County,625019,High Needs Geographic HPSA,Dental Health,12,MA,Withdrawn,07/07/2008,07/02/2018,,Geographic Population,9.2,,
South Berkshire,6259992579,High Needs Geographic HPSA,Dental Health,10,MA,Withdrawn,11/05/2009,07/02/2018,,Geographic Population,8.6,,
Upper Cape,6259992566,High Needs Geographic HPSA,Dental Health,3,MA,Designated,03/12/2018,,,Geographic Population,8.3,,
Brandywine Service Area,6247559047,High Needs Geographic HPSA,Dental Health,10,MD,Designated,11/04/2008,,,Geographic Population,3.1,,
Caroline Service Area,6249992458,High Needs Geographic HPSA,Dental Health,6,MD,Withdrawn,11/04/2011,07/02/2018,,Geographic Population,,,
Cordova Service Area,6247889358,High Needs Geographic HPSA,Dental Health,10,MD,Proposed For Withdrawal,05/25/2012,,,Geographic Population,8.7,,
East Baltimore City,6245137562,High Needs Geographic HPSA,Dental Health,10,MD,Designated,08/29/2013,,,Geographic Population,38.9,,
East Queen Annes,6249992447,High Needs Geographic HPSA,Dental Health,11,MD,Withdrawn,03/20/2008,07/02/2018,,Geographic Population,7.9,,
Kent County,624029,High Needs Geographic HPSA,Dental Health,4,MD,Withdrawn,03/04/2008,07/02/2018,,Geographic Population,12.9,,
Park West Service Area,6249992424,High Needs Geographic HPSA,Dental Health,0,MD,Withdrawn,09/28/2001,11/30/2010,,Geographic Population,,,
South Baltimore-High Needs,6248128735,High Needs Geographic HPSA,Dental Health,14,MD,Designated,12/26/2012,,,Geographic Population,33.8,,
St. Mary's County,624037,High Needs Geographic HPSA,Dental Health,3,MD,Withdrawn,02/15/2008,06/27/2013,,Geographic Population,,,
Tilghman Service Area,6241650892,High Needs Geographic HPSA,Dental Health,10,MD,Proposed For Withdrawal,09/18/2008,,,Geographic Population,8.9,,
Bar Harbor,6236040629,High Needs Geographic HPSA,Dental Health,2,ME,Designated,12/14/2012,,,Geographic Population,12.9,,
Belfast Dental Care Analysis Area (#12),6239992379,High Needs Geographic HPSA,Dental Health,0,ME,Withdrawn,09/29/2005,07/06/2010,,Geographic Population,,,
Bethel Dental Care Catchment Area 18,6239992385,High Needs Geographic HPSA,Dental Health,0,ME,Withdrawn,01/22/2007,12/05/2011,,Geographic Population,,,
Bridgton,6231145286,High Needs Geographic HPSA,Dental Health,11,ME,Designated,12/16/2011,,,Geographic Population,15,,
Calais,6239992360,High Needs Geographic HPSA,Dental Health,12,ME,Withdrawn,03/22/2004,07/02/2018,,Geographic Population,15.1,,
Eastport/Lubec,6237568201,High Needs Geographic HPSA,Dental Health,11,ME,Designated,01/12/1981,,,Geographic Population,21.6,,
Machias,6237902301,High Needs Geographic HPSA,Dental Health,5,ME,Designated,10/17/2005,,,Geographic Population,16.2,,
Parsonsfield,6239992344,High Needs Geographic HPSA,Dental Health,9,ME,Withdrawn,09/26/2001,04/29/2014,,Geographic Population,,,
Sanford Dental Care Analysis Area #3,6239992384,High Needs Geographic HPSA,Dental Health,0,ME,Withdrawn,01/12/2007,12/14/2011,,Geographic Population,,,
Alger,626003,High Needs Geographic HPSA,Dental Health,0,MI,Withdrawn,10/25/2005,06/07/2011,,Geographic Population,,,
East Jordan Service Area,62699926H8,High Needs Geographic HPSA,Dental Health,0,MI,Withdrawn,04/18/2007,05/15/2012,,Geographic Population,,,
Ecorse City Service Area,6263399991,High Needs Geographic HPSA,Dental Health,16,MI,Designated,12/13/2012,,,Geographic Population,35.6,,
Isabella,626073,High Needs Geographic HPSA,Dental Health,0,MI,Withdrawn,07/31/1995,08/05/2010,,Geographic Population,,,
Cook County,6273028846,High Needs Geographic HPSA,Dental Health,8,MN,Designated,04/13/2017,,,Geographic Population,8.6,,
Atchison,629005,High Needs Geographic HPSA,Dental Health,0,MO,Withdrawn,06/22/2007,12/23/2011,,Geographic Population,,,
Barton County,629011,High Needs Geographic HPSA,Dental Health,9,MO,Withdrawn,08/27/2010,11/07/2013,,Geographic Population,,,
Bollinger,629017,High Needs Geographic HPSA,Dental Health,0,MO,Withdrawn,09/17/1979,06/29/2011,,Geographic Population,,,
Cass County,6292804874,High Needs Geographic HPSA,Dental Health,4,MO,Designated,12/29/2017,,,Geographic Population,9.5,,
Douglas,629067,High Needs Geographic HPSA,Dental Health,0,MO,Withdrawn,05/03/1978,03/10/2011,,Geographic Population,,,
Holt,629087,High Needs Geographic HPSA,Dental Health,0,MO,Withdrawn,06/07/1978,06/03/2011,,Geographic Population,,,
Maries,629125,High Needs Geographic HPSA,Dental Health,0,MO,Withdrawn,09/17/1979,11/19/2010,,Geographic Population,,,
Osage,629151,High Needs Geographic HPSA,Dental Health,0,MO,Withdrawn,05/29/2007,05/17/2012,,Geographic Population,,,
Ozark,629153,High Needs Geographic HPSA,Dental Health,0,MO,Withdrawn,05/03/1978,12/10/2010,,Geographic Population,,,
Shannon County,629203,High Needs Geographic HPSA,Dental Health,19,MO,Withdrawn,05/03/1978,07/02/2018,,Geographic Population,24.2,,
Stoddard County,629207,High Needs Geographic HPSA,Dental Health,19,MO,Withdrawn,03/09/2011,07/02/2018,,Geographic Population,,,
Adams County,6282915255,High Needs Geographic HPSA,Dental Health,13,MS,Designated,08/13/1984,,,Geographic Population,29.9,,
Amite County,6283593567,High Needs Geographic HPSA,Dental Health,17,MS,Designated,06/07/1979,,,Geographic Population,26.1,,
Attala County,6287232450,High Needs Geographic HPSA,Dental Health,13,MS,Designated,06/07/1979,,,Geographic Population,27,,
Benton County,6285746715,High Needs Geographic HPSA,Dental Health,16,MS,Designated,06/07/1979,,,Geographic Population,21.5,,
Bolivar County,6281574793,High Needs Geographic HPSA,Dental Health,13,MS,Designated,12/11/1980,,,Geographic Population,34.7,,
Calhoun County,6281083124,High Needs Geographic HPSA,Dental Health,19,MS,Designated,12/12/2006,,,Geographic Population,25.3,,
Carroll County,6289373817,High Needs Geographic HPSA,Dental Health,19,MS,Designated,06/07/1979,,,Geographic Population,22.1,,
Choctaw County,6287697393,High Needs Geographic HPSA,Dental Health,11,MS,Designated,07/21/2011,,,Geographic Population,25.2,,
Claiborne County,6283652464,High Needs Geographic HPSA,Dental Health,21,MS,Designated,05/31/2001,,,Geographic Population,36.3,,
Clarke County,6284072593,High Needs Geographic HPSA,Dental Health,13,MS,Designated,06/07/1979,,,Geographic Population,24.1,,
Clay County,6283858281,High Needs Geographic HPSA,Dental Health,19,MS,Designated,06/07/1979,,,Geographic Population,27.4,,
Coahoma County,6288144837,High Needs Geographic HPSA,Dental Health,17,MS,Designated,08/13/1984,,,Geographic Population,37.3,,
Covington County,6286801162,High Needs Geographic HPSA,Dental Health,18,MS,Designated,06/07/1979,,,Geographic Population,28.3,,
Franklin County,6289970544,High Needs Geographic HPSA,Dental Health,13,MS,Designated,06/07/1979,,,Geographic Population,18.3,,
Greene County,6289958202,High Needs Geographic HPSA,Dental Health,14,MS,Designated,07/12/2011,,,Geographic Population,16.9,,
Grenada County,6287638479,High Needs Geographic HPSA,Dental Health,11,MS,Designated,09/08/2009,,,Geographic Population,22.6,,
Hancock,628045,High Needs Geographic HPSA,Dental Health,0,MS,Withdrawn,08/13/1984,02/24/2012,,Geographic Population,,,
Holmes County,6288130813,High Needs Geographic HPSA,Dental Health,17,MS,Designated,06/07/1979,,,Geographic Population,43.9,,
Humphreys County,6284827795,High Needs Geographic HPSA,Dental Health,21,MS,Designated,06/07/1979,,,Geographic Population,40.5,,
Issaquena/Sharkey Counties,6283784298,High Needs Geographic HPSA,Dental Health,21,MS,Designated,06/07/1979,,,Geographic Population,32.1,,
Jasper,628061,High Needs Geographic HPSA,Dental Health,16,MS,Withdrawn,06/07/1979,11/21/2013,,Geographic Population,,,
Jefferson County,6289845442,High Needs Geographic HPSA,Dental Health,23,MS,Designated,02/10/1983,,,Geographic Population,47.9,,
Jefferson Davis County,6289974927,High Needs Geographic HPSA,Dental Health,16,MS,Designated,08/13/1984,,,Geographic Population,28.8,,
Kemper County,6285614523,High Needs Geographic HPSA,Dental Health,21,MS,Designated,06/07/1979,,,Geographic Population,30.6,,
Lafayette County,6283024093,High Needs Geographic HPSA,Dental Health,15,MS,Designated,01/08/1980,,,Geographic Population,26.1,,
Leake County,6289110193,High Needs Geographic HPSA,Dental Health,12,MS,Designated,06/07/1979,,,Geographic Population,27.3,,
Leflore County,6281947933,High Needs Geographic HPSA,Dental Health,15,MS,Designated,12/18/2006,,,Geographic Population,41,,
Lowndes County,6284238689,High Needs Geographic HPSA,Dental Health,11,MS,Designated,12/26/2006,,,Geographic Population,25,,
Marion County,6288101022,High Needs Geographic HPSA,Dental Health,21,MS,Designated,08/13/1984,,,Geographic Population,30.1,,
Marshall County,6282301787,High Needs Geographic HPSA,Dental Health,12,MS,Designated,06/07/1979,,,Geographic Population,19.3,,
Montgomery County,6286909417,High Needs Geographic HPSA,Dental Health,15,MS,Designated,06/07/1979,,,Geographic Population,27.3,,
Neshoba County,6283626252,High Needs Geographic HPSA,Dental Health,18,MS,Designated,12/18/2006,,,Geographic Population,22.6,,
Newton County,6282162710,High Needs Geographic HPSA,Dental Health,15,MS,Designated,06/07/1979,,,Geographic Population,21.7,,
North Madison County,6285654307,High Needs Geographic HPSA,Dental Health,8,MS,Designated,10/01/2013,,,Geographic Population,31,,
Noxubee County,6283897568,High Needs Geographic HPSA,Dental Health,21,MS,Designated,06/07/1979,,,Geographic Population,35,,
Oktibbeha County,6286377768,High Needs Geographic HPSA,Dental Health,15,MS,Designated,12/18/2006,,,Geographic Population,33.4,,
Panola County,6287129753,High Needs Geographic HPSA,Dental Health,12,MS,Designated,06/24/1992,,,Geographic Population,24.6,,
Pearl River County,6286039983,High Needs Geographic HPSA,Dental Health,11,MS,Designated,06/24/1992,,,Geographic Population,21.9,,
Perry,628111,High Needs Geographic HPSA,Dental Health,17,MS,Withdrawn,06/07/1979,11/21/2013,,Geographic Population,,,
Quitman County,6281355402,High Needs Geographic HPSA,Dental Health,21,MS,Designated,06/07/1979,,,Geographic Population,38.6,,
Scott,628123,High Needs Geographic HPSA,Dental Health,0,MS,Withdrawn,05/08/1998,06/22/2010,,Geographic Population,,,
Simpson County,6282336051,High Needs Geographic HPSA,Dental Health,9,MS,Designated,12/11/2006,,,Geographic Population,24.1,,
Smith County,6289045259,High Needs Geographic HPSA,Dental Health,14,MS,Designated,06/07/1979,,,Geographic Population,22.7,,
Stone County,6282048613,High Needs Geographic HPSA,Dental Health,10,MS,Designated,06/07/1979,,,Geographic Population,18.4,,
Sunflower County,6284035759,High Needs Geographic HPSA,Dental Health,15,MS,Designated,07/12/2011,,,Geographic Population,35.7,,
Tallahatchie County,6285293828,High Needs Geographic HPSA,Dental Health,15,MS,Designated,06/07/1979,,,Geographic Population,28.5,,
Tippah County,6287216058,High Needs Geographic HPSA,Dental Health,15,MS,Designated,06/07/1979,,,Geographic Population,24.9,,
Tishomingo County,6281683502,High Needs Geographic HPSA,Dental Health,10,MS,Designated,06/07/1979,,,Geographic Population,16.6,,
Tunica County,6285844227,High Needs Geographic HPSA,Dental Health,16,MS,Designated,06/07/1979,,,Geographic Population,29.5,,
Union County,6289761927,High Needs Geographic HPSA,Dental Health,11,MS,Designated,06/24/1992,,,Geographic Population,23.9,,
Walthall County,6283569968,High Needs Geographic HPSA,Dental Health,14,MS,Designated,06/07/1979,,,Geographic Population,24.5,,
Washington County,6287271993,High Needs Geographic HPSA,Dental Health,17,MS,Designated,08/13/1984,,,Geographic Population,37.5,,
Wayne County,6289083213,High Needs Geographic HPSA,Dental Health,11,MS,Designated,06/07/1979,,,Geographic Population,29.5,,
Webster County,6281742489,High Needs Geographic HPSA,Dental Health,11,MS,Designated,06/07/1979,,,Geographic Population,22.6,,
Winston County,6285896324,High Needs Geographic HPSA,Dental Health,17,MS,Designated,06/07/1979,,,Geographic Population,30.2,,
Yalobusha County,6289766739,High Needs Geographic HPSA,Dental Health,13,MS,Designated,06/07/1979,,,Geographic Population,22.2,,
Yazoo County,6287514380,High Needs Geographic HPSA,Dental Health,17,MS,Designated,06/07/1979,,,Geographic Population,36.1,,
Big Horn,630003,High Needs Geographic HPSA,Dental Health,0,MT,Withdrawn,03/28/2002,11/19/2013,,Geographic Population,,,
Glendive,6309993006,High Needs Geographic HPSA,Dental Health,0,MT,Withdrawn,01/19/2001,01/27/2011,,Geographic Population,,,
Havre,6309993010,High Needs Geographic HPSA,Dental Health,16,MT,Withdrawn,01/30/2001,07/01/2009,,Geographic Population,,,
Mineral County,6307916824,High Needs Geographic HPSA,Dental Health,19,MT,Designated,10/25/2010,,,Geographic Population,20.2,,
Phillips County,6303562503,High Needs Geographic HPSA,Dental Health,13,MT,Designated,05/24/1978,,,Geographic Population,13.8,,
Phillipsburg Service Area,630999304A,High Needs Geographic HPSA,Dental Health,12,MT,Withdrawn,09/28/2010,12/27/2013,,Geographic Population,,,
Poplar/Wolf Point,6309993002,High Needs Geographic HPSA,Dental Health,0,MT,Withdrawn,09/02/1981,01/27/2011,,Geographic Population,,,
Rosebud,630087,High Needs Geographic HPSA,Dental Health,14,MT,Withdrawn,09/28/2010,12/04/2013,,Geographic Population,,,
Sheridan/East Roosevelt Service Area,6309993014,High Needs Geographic HPSA,Dental Health,0,MT,Withdrawn,03/15/2002,01/27/2011,,Geographic Population,,,
Treasure County,6308987504,High Needs Geographic HPSA,Dental Health,5,MT,Designated,12/26/2013,,,Geographic Population,18.1,,
Logan County,6386424930,High Needs Geographic HPSA,Dental Health,10,ND,Designated,12/28/2017,,,Geographic Population,9.1,,
McHenry County,6389858178,High Needs Geographic HPSA,Dental Health,9,ND,Designated,07/18/2018,,,Geographic Population,10,,
Wells County,6387512423,High Needs Geographic HPSA,Dental Health,14,ND,Designated,06/28/2017,,,Geographic Population,7.7,,
Cibola County,6357290963,High Needs Geographic HPSA,Dental Health,15,NM,Designated,03/31/1992,,,Geographic Population,29,,
Cuba (North Sandoval),6356288097,High Needs Geographic HPSA,Dental Health,19,NM,Designated,01/10/1985,,,Geographic Population,31.4,,
De Baca,635011,High Needs Geographic HPSA,Dental Health,13,NM,Withdrawn,10/27/1978,10/25/2012,,Geographic Population,,,
Dona Ana Hill Service Area,6354515870,High Needs Geographic HPSA,Dental Health,13,NM,Designated,04/10/2003,,,Geographic Population,18.3,,
Guadalupe County,6356948720,High Needs Geographic HPSA,Dental Health,17,NM,Designated,10/27/1978,,,Geographic Population,15.3,,
Harding County,6352249668,High Needs Geographic HPSA,Dental Health,7,NM,Designated,10/27/1978,,,Geographic Population,17.5,,
Hatch,6351852357,High Needs Geographic HPSA,Dental Health,20,NM,Designated,08/30/2012,,,Geographic Population,41.2,,
Hildago County,6354869794,High Needs Geographic HPSA,Dental Health,19,NM,Designated,10/27/1978,,,Geographic Population,22.8,,
Lea County,6358494110,High Needs Geographic HPSA,Dental Health,16,NM,Designated,09/21/2001,,,Geographic Population,16.4,,
Luna County,6357565310,High Needs Geographic HPSA,Dental Health,21,NM,Designated,10/15/2013,,,Geographic Population,30.1,,
Mora County,6356405904,High Needs Geographic HPSA,Dental Health,15,NM,Designated,11/27/2012,,,Geographic Population,21.9,,
North/Western Rio Arriba,6355975581,High Needs Geographic HPSA,Dental Health,17,NM,Designated,09/18/2012,,,Geographic Population,21.1,,
Otero County,6356247112,High Needs Geographic HPSA,Dental Health,15,NM,Designated,04/27/1992,,,Geographic Population,21.9,,
Penasco/Truchas/Embudo,6359993512,High Needs Geographic HPSA,Dental Health,10,NM,Withdrawn,05/04/1990,11/19/2013,,Geographic Population,,,
Quay County,6356518836,High Needs Geographic HPSA,Dental Health,19,NM,Designated,10/27/1978,,,Geographic Population,20.1,,
Questa and Arroyo Hondo,6359993511,High Needs Geographic HPSA,Dental Health,15,NM,Withdrawn,01/21/1987,11/19/2013,,Geographic Population,,,
Sierra County,6352625791,High Needs Geographic HPSA,Dental Health,15,NM,Designated,05/16/1979,,,Geographic Population,17.7,,
Socorro County,6353305823,High Needs Geographic HPSA,Dental Health,19,NM,Designated,05/10/2012,,,Geographic Population,25.1,,
Southern Dona Ana,6351635816,High Needs Geographic HPSA,Dental Health,19,NM,Designated,05/16/1979,,,Geographic Population,36.5,,
Southwest Valley Service Area,6355474572,High Needs Geographic HPSA,Dental Health,19,NM,Designated,07/17/1978,,,Geographic Population,24.9,,
Torrance County,6351920798,High Needs Geographic HPSA,Dental Health,17,NM,Designated,10/27/1978,,,Geographic Population,29.2,,
Union County,6353859647,High Needs Geographic HPSA,Dental Health,15,NM,Designated,03/31/1992,,,Geographic Population,13.5,,
Mineral,632021,High Needs Geographic HPSA,Dental Health,9,NV,Withdrawn,04/27/1978,09/03/2010,,Geographic Population,,,
Northern Nye County,6329993203,High Needs Geographic HPSA,Dental Health,8,NV,Withdrawn,01/18/2013,07/02/2018,,Geographic Population,,,
Nye,632023,High Needs Geographic HPSA,Dental Health,11,NV,Withdrawn,04/27/1978,01/18/2013,,Geographic Population,,,
South Clark,6329993240,High Needs Geographic HPSA,Dental Health,14,NV,Withdrawn,05/15/2009,01/30/2013,,Geographic Population,,,
Southern Nye County,6329993206,High Needs Geographic HPSA,Dental Health,14,NV,Withdrawn,06/03/2013,07/02/2018,,Geographic Population,,,
City of Buffalo,63699936D9,High Needs Geographic HPSA,Dental Health,13,NY,Withdrawn,12/04/2007,07/02/2018,,Geographic Population,,,
Columbia County,636021,High Needs Geographic HPSA,Dental Health,3,NY,Proposed For Withdrawal,05/10/2012,,,Geographic Population,,,
East Harlem,6369993617,High Needs Geographic HPSA,Dental Health,0,NY,Withdrawn,03/31/1978,06/22/2010,,Geographic Population,,,
Lewis County,6363175978,High Needs Geographic HPSA,Dental Health,2,NY,Designated,02/08/2013,,,Geographic Population,13.2,,
Vinton County,6391511074,High Needs Geographic HPSA,Dental Health,20,OH,Designated,12/01/2017,,,Geographic Population,22.6,,
Vinton County,6399449321,High Needs Geographic HPSA,Dental Health,12,OH,Withdrawn,08/28/2017,07/02/2018,,Geographic Population,22.6,,
Adair County,6404353755,High Needs Geographic HPSA,Dental Health,13,OK,Designated,04/28/2016,,,Geographic Population,27.2,,
Caddo County,6402780627,High Needs Geographic HPSA,Dental Health,15,OK,Designated,08/20/1992,,,Geographic Population,20.3,,
Cimarron County,6402603501,High Needs Geographic HPSA,Dental Health,15,OK,Designated,06/16/2017,,,Geographic Population,20.6,,
Coal County,6402895168,High Needs Geographic HPSA,Dental Health,12,OK,Designated,05/10/1978,,,Geographic Population,21.1,,
Cotton County,6408093379,High Needs Geographic HPSA,Dental Health,18,OK,Designated,08/08/2016,,,Geographic Population,16.8,,
Kiamichi,6409994031,High Needs Geographic HPSA,Dental Health,15,OK,Withdrawn,01/02/2008,12/03/2012,,Geographic Population,,,
Pushmataha County,6404977663,High Needs Geographic HPSA,Dental Health,16,OK,Designated,08/25/2016,,,Geographic Population,25,,
Tillman,640141,High Needs Geographic HPSA,Dental Health,14,OK,Withdrawn,01/28/1985,10/30/2012,,Geographic Population,,,
Gilliam County,641021,High Needs Geographic HPSA,Dental Health,16,OR,Withdrawn,07/08/1981,07/02/2018,,Geographic Population,9,,
Harney County,641025,High Needs Geographic HPSA,Dental Health,12,OR,Withdrawn,01/31/2001,05/20/2014,,Geographic Population,,,
Jefferson County,641031,High Needs Geographic HPSA,Dental Health,12,OR,Withdrawn,04/17/2012,05/21/2014,,Geographic Population,,,
Madras Service Area,6419994176,High Needs Geographic HPSA,Dental Health,0,OR,Withdrawn,02/16/2007,04/17/2012,,Geographic Population,,,
Sherman County,6417980983,High Needs Geographic HPSA,Dental Health,9,OR,Proposed For Withdrawal,04/14/1993,,,Geographic Population,19.4,,
Wheeler County,641069,High Needs Geographic HPSA,Dental Health,12,OR,Withdrawn,07/08/1981,07/02/2018,,Geographic Population,18.3,,
City of Scranton,642999426C,High Needs Geographic HPSA,Dental Health,0,PA,Withdrawn,03/06/2009,09/12/2011,,Geographic Population,,,
Homewood-Brushton,6429994214,High Needs Geographic HPSA,Dental Health,12,PA,Withdrawn,10/06/1978,07/02/2018,,Geographic Population,27.5,,
North Braddock,6423351886,High Needs Geographic HPSA,Dental Health,14,PA,Designated,11/15/2000,,,Geographic Population,30.4,,
Philadelphia D3,642999426L,High Needs Geographic HPSA,Dental Health,10,PA,Withdrawn,11/17/2009,04/08/2013,,Geographic Population,,,
South Braddock,6429994293,High Needs Geographic HPSA,Dental Health,17,PA,Withdrawn,11/15/2000,07/02/2018,,Geographic Population,19.9,,
York City,6427386740,High Needs Geographic HPSA,Dental Health,10,PA,Designated,03/29/2012,,,Geographic Population,42.1,,
Vieques Municipio,6721281579,High Needs Geographic HPSA,Dental Health,22,PR,Designated,03/16/2012,,,Geographic Population,41.5,,
Republic of Palau,6707143559,High Needs Geographic HPSA,Dental Health,26,PW,Designated,08/07/2013,,,Geographic Population,59.2,,
Allendale/Hampton Counties,6459989017,High Needs Geographic HPSA,Dental Health,15,SC,Designated,09/15/2005,,,Geographic Population,26.1,,
