HPSA_Name,HPSA_ID,Designation_Type,HPSA_Discipline_Class,HPSA_Score,Primary_State_Abbreviation,HPSA_Status,HPSA_Designation_Date,Withdrawn_Date,County_Name,HPSA Population Type,%of_Population_Below_100%_Poverty,Longitude,Latitude
Houston,147083,Geographic HPSA,Primary Care,0,TN,Withdrawn,04/01/1986,09/22/2011,,Geographic Population,,,
Lewis County,1479695075,Geographic HPSA,Primary Care,11,TN,Designated,03/12/1999,,,Geographic Population,19.7,,
Madisonville,1479994703,Geographic HPSA,Primary Care,0,TN,Withdrawn,02/25/1983,05/21/1986,,Geographic Population,24,,
Marshall,147117,Geographic HPSA,Primary Care,0,TN,Withdrawn,05/17/1999,09/20/2011,,Geographic Population,,,
McNairy,147109,Geographic HPSA,Primary Care,0,TN,Withdrawn,05/26/1978,05/30/1997,,Geographic Population,20.3,,
Mechanicsville,1479994726,Geographic HPSA,Primary Care,0,TN,Withdrawn,12/31/1990,11/03/2011,,Geographic Population,,,
Meigs,147121,Geographic HPSA,Primary Care,0,TN,Withdrawn,03/17/1993,09/20/2011,,Geographic Population,,,
Middle Valley,1479994758,Geographic HPSA,Primary Care,0,TN,Withdrawn,06/30/1998,11/03/2011,,Geographic Population,,,
Morgan County,1476290034,Geographic HPSA,Primary Care,18,TN,Designated,07/11/1978,,,Geographic Population,22,,
Overton,147133,Geographic HPSA,Primary Care,0,TN,Withdrawn,12/17/1980,01/21/1994,,Geographic Population,17.9,,
Perry,147135,Geographic HPSA,Primary Care,0,TN,Withdrawn,04/12/1979,10/15/2010,,Geographic Population,,,
Pickett,147137,Geographic HPSA,Primary Care,0,TN,Withdrawn,08/02/1978,11/03/2011,,Geographic Population,,,
Polk,147139,Geographic HPSA,Primary Care,0,TN,Withdrawn,08/25/1987,05/30/1997,,Geographic Population,18.3,,
Polk County,1477959589,Geographic HPSA,Primary Care,17,TN,Designated,10/03/2016,,,Geographic Population,18.8,,
Roan Mountain,1479994705,Geographic HPSA,Primary Care,0,TN,Withdrawn,03/19/1984,06/18/1999,,Geographic Population,23.7,,
Saltillo,1479994724,Geographic HPSA,Primary Care,0,TN,Withdrawn,07/23/1987,12/04/1992,,Geographic Population,28.5,,
Smith,147159,Geographic HPSA,Primary Care,0,TN,Withdrawn,05/21/1986,08/01/1989,,Geographic Population,12,,
Stewart County,1477811557,Geographic HPSA,Primary Care,17,TN,Designated,03/07/1997,,,Geographic Population,19.1,,
Tallassee,1479994715,Geographic HPSA,Primary Care,0,TN,Withdrawn,07/23/1987,02/05/1999,,Geographic Population,8.7,,
Unicoi,147171,Geographic HPSA,Primary Care,0,TN,Withdrawn,10/10/1979,11/03/2011,,Geographic Population,,,
Vanleer/Shiloh,1479994718,Geographic HPSA,Primary Care,0,TN,Withdrawn,07/23/1987,11/03/2011,,Geographic Population,,,
Wayne County,1476410063,Geographic HPSA,Primary Care,11,TN,Designated,12/31/2018,,,Geographic Population,18.9,,
West Polk,1479994712,Geographic HPSA,Primary Care,0,TN,Withdrawn,04/27/1978,08/25/1987,,Geographic Population,43,,
Whitwell,1479994717,Geographic HPSA,Primary Care,0,TN,Withdrawn,07/23/1987,04/15/1991,,Geographic Population,19.4,,
Wilson,147189,Geographic HPSA,Primary Care,0,TN,Withdrawn,05/10/1979,03/19/1984,,Geographic Population,10,,
Bledsoe County,1478713348,High Needs Geographic HPSA,Primary Care,11,TN,Designated,03/17/1993,,,Geographic Population,21.5,,
Cocke County,1477853241,High Needs Geographic HPSA,Primary Care,11,TN,Designated,09/20/2017,,,Geographic Population,27.8,,
Decatur County,1471645805,High Needs Geographic HPSA,Primary Care,18,TN,Designated,09/20/2017,,,Geographic Population,21.8,,
East Jackson,1479994740,High Needs Geographic HPSA,Primary Care,17,TN,Withdrawn,03/11/1996,07/02/2018,,Geographic Population,28.7,,
Fentress County,1472661486,High Needs Geographic HPSA,Primary Care,11,TN,Designated,08/02/1978,,,Geographic Population,24.6,,
Hancock County,1474456645,High Needs Geographic HPSA,Primary Care,18,TN,Designated,10/10/1979,,,Geographic Population,27.8,,
Hardin County,1471710146,High Needs Geographic HPSA,Primary Care,10,TN,Designated,09/20/2017,,,Geographic Population,22.2,,
Haywood County,1479308441,High Needs Geographic HPSA,Primary Care,15,TN,Designated,07/19/1978,,,Geographic Population,23.6,,
Jackson County,1477802360,High Needs Geographic HPSA,Primary Care,16,TN,Designated,12/17/1980,,,Geographic Population,24,,
Johnson County,1478042391,High Needs Geographic HPSA,Primary Care,12,TN,Designated,04/24/1990,,,Geographic Population,23.3,,
Lake County,1472576463,High Needs Geographic HPSA,Primary Care,17,TN,Designated,11/07/2001,,,Geographic Population,29.7,,
Lauderdale County,1473231038,High Needs Geographic HPSA,Primary Care,20,TN,Designated,07/25/1978,,,Geographic Population,26.2,,
McNairy County,1472261132,High Needs Geographic HPSA,Primary Care,12,TN,Designated,08/02/2018,,,Geographic Population,23,,
Perry County,1473528922,High Needs Geographic HPSA,Primary Care,9,TN,Designated,09/20/2017,,,Geographic Population,23.8,,
Rogersville Service Area,14799947D4,High Needs Geographic HPSA,Primary Care,7,TN,Withdrawn,12/21/2006,10/23/2013,,Geographic Population,,,
Scott County,1477448592,High Needs Geographic HPSA,Primary Care,12,TN,Designated,08/31/2018,,,Geographic Population,27.6,,
Union County,1472245942,High Needs Geographic HPSA,Primary Care,19,TN,Designated,07/11/1978,,,Geographic Population,22.6,,
Van Buren County,147175,High Needs Geographic HPSA,Primary Care,18,TN,Withdrawn,08/02/1978,04/23/2014,,Geographic Population,,,
Wayne County,1472997225,High Needs Geographic HPSA,Primary Care,14,TN,Proposed For Withdrawal,09/20/2017,,,Geographic Population,21.3,,
Aldine,148999481R,Geographic HPSA,Primary Care,14,TX,Withdrawn,03/30/2000,07/02/2018,,Geographic Population,32.2,,
Anderson County North,14899948K1,Geographic HPSA,Primary Care,10,TX,Withdrawn,09/16/2009,06/25/2014,,Geographic Population,,,
Aransas County,1482120909,Geographic HPSA,Primary Care,12,TX,Designated,09/27/2013,,,Geographic Population,21.1,,
Archer County,1486293868,Geographic HPSA,Primary Care,12,TX,Designated,09/17/1979,,,Geographic Population,10.9,,
Armstrong County,1486348360,Geographic HPSA,Primary Care,10,TX,Designated,08/10/1979,,,Geographic Population,10.3,,
Atascosa County,1485163155,Geographic HPSA,Primary Care,8,TX,Designated,05/31/1978,,,Geographic Population,15.6,,
Austin County,1484863908,Geographic HPSA,Primary Care,7,TX,Designated,02/14/1999,,,Geographic Population,10.2,,
Bandera County,1483147711,Geographic HPSA,Primary Care,16,TX,Designated,07/19/1978,,,Geographic Population,15,,
Bastrop County,1485823387,Geographic HPSA,Primary Care,10,TX,Designated,12/14/2011,,,Geographic Population,15.8,,
Baytown Service Area,148999483N,Geographic HPSA,Primary Care,0,TX,Withdrawn,03/05/2002,11/03/2011,,Geographic Population,,,
Beaumont Inner City,1489994801,Geographic HPSA,Primary Care,0,TX,Withdrawn,07/10/1979,05/30/1997,,Geographic Population,36.8,,
Blanco County,1487011249,Geographic HPSA,Primary Care,10,TX,Designated,05/27/1981,,,Geographic Population,10,,
Bolivar Peninsula,1489988078,Geographic HPSA,Primary Care,8,TX,Designated,10/28/1979,,,Geographic Population,6.1,,
Borden County,1488657261,Geographic HPSA,Primary Care,7,TX,Designated,10/21/1980,,,Geographic Population,1,,
Bosque County,148035,Geographic HPSA,Primary Care,11,TX,Withdrawn,07/11/2003,07/02/2018,,Geographic Population,12.6,,
Briscoe County,1488913411,Geographic HPSA,Primary Care,13,TX,Designated,01/10/2000,,,Geographic Population,20.4,,
Buna Service Area,148999484B,Geographic HPSA,Primary Care,0,TX,Withdrawn,05/28/2002,03/24/2010,,Geographic Population,,,
Burleson County,1483864850,Geographic HPSA,Primary Care,12,TX,Designated,05/07/1991,,,Geographic Population,16,,
Caldwell County,148055,Geographic HPSA,Primary Care,11,TX,Designated,04/15/2018,,,Geographic Population,18.1,,
Cameron,148061,Geographic HPSA,Primary Care,0,TX,Withdrawn,06/07/1979,09/01/2010,,Geographic Population,,,
Carson County,1485170147,Geographic HPSA,Primary Care,14,TX,Designated,10/12/1978,,,Geographic Population,6.6,,
Casa de Amigos,1489994882,Geographic HPSA,Primary Care,0,TX,Withdrawn,06/23/1994,11/03/2011,,Geographic Population,,,
Cass County,1484587253,Geographic HPSA,Primary Care,10,TX,Designated,10/12/2010,,,Geographic Population,20.8,,
Cedar Creek,1489994809,Geographic HPSA,Primary Care,0,TX,Withdrawn,11/29/1978,03/28/1984,,Geographic Population,17,,
Chambers County,1483717975,Geographic HPSA,Primary Care,9,TX,Designated,04/18/1985,,,Geographic Population,10.9,,
Clay County,148077,Geographic HPSA,Primary Care,7,TX,Withdrawn,12/16/2013,07/02/2018,,Geographic Population,13.6,,
Cochran,148079,Geographic HPSA,Primary Care,0,TX,Withdrawn,03/31/1993,11/03/2011,,Geographic Population,,,
Collin,148085,Geographic HPSA,Primary Care,0,TX,Withdrawn,06/12/1978,03/28/1984,,Geographic Population,3,,
Collingsworth,148087,Geographic HPSA,Primary Care,0,TX,Withdrawn,09/30/1986,12/16/2011,,Geographic Population,,,
Concho,148095,Geographic HPSA,Primary Care,0,TX,Withdrawn,09/28/2001,11/03/2011,,Geographic Population,,,
Cooke,148097,Geographic HPSA,Primary Care,0,TX,Withdrawn,06/12/1978,03/28/1984,,Geographic Population,16,,
Coryell County,1485287717,Geographic HPSA,Primary Care,6,TX,Designated,06/04/2014,,,Geographic Population,12.6,,
Cottle County,1487598354,Geographic HPSA,Primary Care,10,TX,Designated,10/12/2010,,,Geographic Population,20.4,,
Crane County,148103,Geographic HPSA,Primary Care,15,TX,Withdrawn,10/21/1980,07/02/2018,,Geographic Population,10.3,,
Crockett County,1485010643,Geographic HPSA,Primary Care,11,TX,Designated,08/31/1988,,,Geographic Population,16.7,,
Culberson and Hudspeth Counties,1482680682,Geographic HPSA,Primary Care,20,TX,Designated,11/13/2013,,,Geographic Population,37,,
Dallam,148111,Geographic HPSA,Primary Care,0,TX,Withdrawn,08/31/1988,05/29/2012,,Geographic Population,,,
Deaf Smith County,1488754922,Geographic HPSA,Primary Care,13,TX,Designated,06/14/1978,,,Geographic Population,19.1,,
Dekalb,1489994807,Geographic HPSA,Primary Care,0,TX,Withdrawn,04/12/1979,09/15/2000,,Geographic Population,28.2,,
Diamond Hill,1489994873,Geographic HPSA,Primary Care,0,TX,Withdrawn,07/27/1993,11/03/2011,,Geographic Population,,,
Dove Springs,1489994895,Geographic HPSA,Primary Care,0,TX,Withdrawn,03/17/1995,06/29/2012,,Geographic Population,,,
East Austin,1489994811,Geographic HPSA,Primary Care,0,TX,Withdrawn,08/10/1979,06/29/2012,,Geographic Population,,,
East Central Houston,148999481T,Geographic HPSA,Primary Care,15,TX,Withdrawn,06/15/2000,07/02/2018,,Geographic Population,37.4,,
East Lubbock County,1488220279,Geographic HPSA,Primary Care,15,TX,Designated,06/26/2018,,,Geographic Population,23.9,,
East Lubbock Service Area,1489994828,Geographic HPSA,Primary Care,14,TX,Withdrawn,06/12/1980,07/02/2018,,Geographic Population,37.9,,
East Service Area,14899948P8,Geographic HPSA,Primary Care,7,TX,Withdrawn,05/29/2012,07/02/2018,,Geographic Population,21.5,,
East Service Area,148999483T,Geographic HPSA,Primary Care,0,TX,Withdrawn,03/15/2002,01/29/2008,,Geographic Population,21.2,,
El Paso North,14899948OP,Geographic HPSA,Primary Care,16,TX,Withdrawn,11/12/2010,12/23/2013,,Geographic Population,,,
Ellis,148139,Geographic HPSA,Primary Care,0,TX,Withdrawn,06/12/1978,03/28/1984,,Geographic Population,14,,
Fair Park,1489994819,Geographic HPSA,Primary Care,0,TX,Withdrawn,08/28/1978,03/15/1988,,Geographic Population,38,,
Fannin County,148147,Geographic HPSA,Primary Care,9,TX,Withdrawn,01/31/1999,07/02/2018,,Geographic Population,17.7,,
Far Northern El Paso,1482899425,Geographic HPSA,Primary Care,7,TX,Designated,09/10/2001,,,Geographic Population,15.3,,
Fisher County,148151,Geographic HPSA,Primary Care,11,TX,Withdrawn,09/30/1992,06/27/2013,,Geographic Population,,,
Fisher County,1481483994,Geographic HPSA,Primary Care,12,TX,Designated,09/12/2013,,,Geographic Population,14,,
Floyd,148153,Geographic HPSA,Primary Care,0,TX,Withdrawn,05/31/1978,10/02/1995,,Geographic Population,27.1,,
Frio County,1489739171,Geographic HPSA,Primary Care,17,TX,Designated,12/21/2011,,,Geographic Population,21.7,,
Gaines County,148165,Geographic HPSA,Primary Care,11,TX,Withdrawn,03/28/1984,07/02/2018,,Geographic Population,14.8,,
Garza County,1488998802,Geographic HPSA,Primary Care,17,TX,Designated,11/12/2010,,,Geographic Population,12,,
Glasscock County,1482063014,Geographic HPSA,Primary Care,8,TX,Designated,10/21/1980,,,Geographic Population,3.8,,
Goliad County,1481172582,Geographic HPSA,Primary Care,12,TX,Designated,04/18/1985,,,Geographic Population,16.1,,
Gonzales County,148177,Geographic HPSA,Primary Care,8,TX,Withdrawn,09/14/2009,06/27/2013,,Geographic Population,,,
Grand Prairie,14899948P9,Geographic HPSA,Primary Care,11,TX,Withdrawn,06/01/2012,07/02/2018,,Geographic Population,26.6,,
Gray County,148179,Geographic HPSA,Primary Care,12,TX,Withdrawn,03/24/2011,07/02/2018,,Geographic Population,13.6,,
Guadalupe County,148187,Geographic HPSA,Primary Care,4,TX,Withdrawn,08/31/1988,06/25/2014,,Geographic Population,,,
Hamilton,148193,Geographic HPSA,Primary Care,0,TX,Withdrawn,08/31/1988,01/21/1994,,Geographic Population,17.8,,
Hamilton County,1488871700,Geographic HPSA,Primary Care,10,TX,Designated,04/18/2018,,,Geographic Population,12,,
Hansford County,148195,Geographic HPSA,Primary Care,13,TX,Withdrawn,02/16/1995,07/02/2018,,Geographic Population,18.8,,
Hardin County,1481382328,Geographic HPSA,Primary Care,16,TX,Designated,10/26/2018,,,Geographic Population,11.7,,
Harrison County,1481787514,Geographic HPSA,Primary Care,10,TX,Designated,12/08/2016,,,Geographic Population,16.2,,
Hartley,148205,Geographic HPSA,Primary Care,0,TX,Withdrawn,08/31/1988,11/03/2011,,Geographic Population,,,
Haskell County,148207,Geographic HPSA,Primary Care,15,TX,Withdrawn,02/22/2011,07/02/2018,,Geographic Population,21.2,,
Hawkins,1489994812,Geographic HPSA,Primary Care,0,TX,Withdrawn,08/15/1979,03/28/1984,,Geographic Population,0,,
Hidalgo,148215,Geographic HPSA,Primary Care,0,TX,Withdrawn,06/07/1979,11/03/2011,,Geographic Population,,,
Highland Bayou,1489994813,Geographic HPSA,Primary Care,0,TX,Withdrawn,09/28/1979,11/30/1984,,Geographic Population,18,,
Hockley,148219,Geographic HPSA,Primary Care,0,TX,Withdrawn,08/04/1981,11/03/2011,,Geographic Population,,,
Hutchinson County,148233,Geographic HPSA,Primary Care,2,TX,Withdrawn,04/06/2009,06/25/2014,,Geographic Population,,,
Hutchinson County,1489084978,Geographic HPSA,Primary Care,17,TX,Designated,04/01/2016,,,Geographic Population,16.3,,
Irion County,1487305560,Geographic HPSA,Primary Care,10,TX,Designated,08/31/1988,,,Geographic Population,9.5,,
Jack County,1486986748,Geographic HPSA,Primary Care,12,TX,Designated,06/05/2017,,,Geographic Population,18.2,,
Jackson County,1488735504,Geographic HPSA,Primary Care,8,TX,Designated,08/24/1979,,,Geographic Population,13.4,,
Jasper County,1486887969,Geographic HPSA,Primary Care,14,TX,Designated,07/18/2018,,,Geographic Population,17.8,,
Jasper County,148241,Geographic HPSA,Primary Care,2,TX,Withdrawn,03/24/2010,06/25/2014,,Geographic Population,,,
Jeff Davis County,1483405247,Geographic HPSA,Primary Care,13,TX,Designated,06/14/1978,,,Geographic Population,7.3,,
Jeff Davis/Marfa,1489994818,Geographic HPSA,Primary Care,0,TX,Withdrawn,06/14/1978,09/15/2000,,Geographic Population,28.7,,
Johnson,148251,Geographic HPSA,Primary Care,0,TX,Withdrawn,12/30/1994,11/03/2011,,Geographic Population,,,
Jones County,1482496359,Geographic HPSA,Primary Care,7,TX,Designated,10/28/2017,,,Geographic Population,18.4,,
Kent County,1487146993,Geographic HPSA,Primary Care,12,TX,Designated,08/31/1988,,,Geographic Population,10.4,,
Kimble County,148267,Geographic HPSA,Primary Care,12,TX,Withdrawn,09/01/2010,06/25/2014,,Geographic Population,,,
Kleberg,148273,Geographic HPSA,Primary Care,0,TX,Withdrawn,09/28/1979,03/28/1984,,Geographic Population,30,,
Knox,148275,Geographic HPSA,Primary Care,0,TX,Withdrawn,03/16/1989,02/20/2002,,Geographic Population,18.3,,
Lampasas County,148281,Geographic HPSA,Primary Care,9,TX,Withdrawn,10/19/1982,07/02/2018,,Geographic Population,14.5,,
Lee County,148287,Geographic HPSA,Primary Care,14,TX,Designated,10/26/2018,,,Geographic Population,14.7,,
Liberty County,148291,Geographic HPSA,Primary Care,8,TX,Withdrawn,05/31/1978,07/02/2018,,Geographic Population,18.3,,
Lipscomb County,1489614717,Geographic HPSA,Primary Care,14,TX,Designated,08/31/1988,,,Geographic Population,10.4,,
Live Oak County,1488129017,Geographic HPSA,Primary Care,16,TX,Designated,01/17/1980,,,Geographic Population,15.4,,
Llano,148299,Geographic HPSA,Primary Care,0,TX,Withdrawn,09/15/1978,03/28/1984,,Geographic Population,14,,
Loving County,1488502824,Geographic HPSA,Primary Care,6,TX,Designated,10/21/1980,,,Geographic Population,18.8,,
Low Income - Third Ward,148999483B,Geographic HPSA,Primary Care,0,TX,Withdrawn,09/24/2001,11/03/2011,,Geographic Population,,,
Lower Valley - El Paso,1481978500,Geographic HPSA,Primary Care,10,TX,Designated,10/21/1994,,,Geographic Population,29.6,,
Madison,148313,Geographic HPSA,Primary Care,0,TX,Withdrawn,12/26/1989,10/20/2010,,Geographic Population,,,
Manor,148999482Q,Geographic HPSA,Primary Care,0,TX,Withdrawn,07/24/2001,06/29/2012,,Geographic Population,,,
Martin,148317,Geographic HPSA,Primary Care,0,TX,Withdrawn,09/28/1990,01/21/1994,,Geographic Population,23.9,,
Mason County,1488607651,Geographic HPSA,Primary Care,19,TX,Designated,08/27/1979,,,Geographic Population,11.2,,
Medina County,1487565003,Geographic HPSA,Primary Care,12,TX,Designated,07/19/1978,,,Geographic Population,15.6,,
Menard County,1482575592,Geographic HPSA,Primary Care,13,TX,Designated,03/31/1993,,,Geographic Population,16.3,,
Milam County,1485783382,Geographic HPSA,Primary Care,15,TX,Designated,04/15/2018,,,Geographic Population,19.4,,
Mills County,1488061226,Geographic HPSA,Primary Care,12,TX,Designated,04/13/2018,,,Geographic Population,12.1,,
Mills/San Saba,1489994808,Geographic HPSA,Primary Care,0,TX,Withdrawn,06/14/1978,06/09/1987,,Geographic Population,22,,
Montague County,1489935541,Geographic HPSA,Primary Care,9,TX,Designated,05/28/2014,,,Geographic Population,14.7,,
Montgomery,148339,Geographic HPSA,Primary Care,0,TX,Withdrawn,05/31/1978,08/31/1988,,Geographic Population,9,,
Moore,148341,Geographic HPSA,Primary Care,9,TX,Withdrawn,01/13/2010,10/22/2013,,Geographic Population,,,
Morris County,1485949467,Geographic HPSA,Primary Care,14,TX,Designated,01/05/1994,,,Geographic Population,17.5,,
Navarro County,1489990453,Geographic HPSA,Primary Care,9,TX,Designated,12/31/2018,,,Geographic Population,19.9,,
Newton County,1487405752,Geographic HPSA,Primary Care,15,TX,Designated,12/01/2017,,,Geographic Population,14.9,,
Nixon,1489994815,Geographic HPSA,Primary Care,0,TX,Withdrawn,01/17/1980,03/14/1988,,Geographic Population,26,,
North Central Bexar,148999482G,Geographic HPSA,Primary Care,0,TX,Withdrawn,04/24/2001,11/03/2011,,Geographic Population,,,
North West Service Area,148999482F,Geographic HPSA,Primary Care,12,TX,Withdrawn,03/02/2012,07/02/2018,,Geographic Population,6.8,,
Northeast,148999483Y,Geographic HPSA,Primary Care,0,TX,Withdrawn,03/28/2002,11/03/2011,,Geographic Population,,,
Northeast Upshur County,1489763943,Geographic HPSA,Primary Care,11,TX,Designated,12/24/2013,,,Geographic Population,15.7,,
Oak Hill Service Area,148999482T,Geographic HPSA,Primary Care,0,TX,Withdrawn,09/10/2001,11/03/2011,,Geographic Population,,,
Oldham County,1488428341,Geographic HPSA,Primary Care,15,TX,Designated,07/18/1980,,,Geographic Population,16.7,,
Orange County,1483949786,Geographic HPSA,Primary Care,11,TX,Designated,09/23/2013,,,Geographic Population,14.7,,
Panola County,1484743494,Geographic HPSA,Primary Care,9,TX,Designated,01/17/2012,,,Geographic Population,13.8,,
Parmer County,1489540308,Geographic HPSA,Primary Care,16,TX,Designated,08/04/2017,,,Geographic Population,17.5,,
Pasadena,148999482K,Geographic HPSA,Primary Care,0,TX,Withdrawn,05/29/2001,11/03/2011,,Geographic Population,,,
Pecos County,1483270066,Geographic HPSA,Primary Care,13,TX,Designated,08/24/2018,,,Geographic Population,9.7,,
Pflugerville,148999483E,Geographic HPSA,Primary Care,0,TX,Withdrawn,09/27/2001,11/03/2011,,Geographic Population,,,
Port Aransas,1489994862,Geographic HPSA,Primary Care,0,TX,Withdrawn,01/23/1990,11/16/2007,,Geographic Population,14.4,,
Port Arthur Inner City,1489994803,Geographic HPSA,Primary Care,0,TX,Withdrawn,07/10/1979,05/29/2001,,Geographic Population,36.5,,
Presidio,1489994804,Geographic HPSA,Primary Care,0,TX,Withdrawn,03/28/1984,10/02/1995,,Geographic Population,57,,
Rains County,1487574163,Geographic HPSA,Primary Care,11,TX,Designated,03/06/1978,,,Geographic Population,11.1,,
Reagan County,148383,Geographic HPSA,Primary Care,13,TX,Withdrawn,09/16/2010,07/02/2018,,Geographic Population,17.6,,
Ripley (Houston),1489994881,Geographic HPSA,Primary Care,9,TX,Withdrawn,06/16/1994,07/02/2018,,Geographic Population,28.5,,
Roberts County,1482162095,Geographic HPSA,Primary Care,7,TX,Designated,12/28/1994,,,Geographic Population,2,,
Robstown,14899948G6,Geographic HPSA,Primary Care,11,TX,Withdrawn,11/03/2006,06/25/2014,,Geographic Population,,,
Runnels County,1483644611,Geographic HPSA,Primary Care,12,TX,Designated,04/15/2018,,,Geographic Population,23.7,,
San Antonio (Eastside),1489994824,Geographic HPSA,Primary Care,0,TX,Withdrawn,05/18/1978,11/03/2011,,Geographic Population,,,
San Antonio (Far East Side),148999481X,Geographic HPSA,Primary Care,10,TX,Withdrawn,01/16/2001,07/02/2018,,Geographic Population,37.8,,
San Antonio (South Side),1489994826,Geographic HPSA,Primary Care,0,TX,Withdrawn,05/18/1978,08/08/2006,,Geographic Population,0,,
San Antonio (Southern Rural),1489994825,Geographic HPSA,Primary Care,0,TX,Withdrawn,05/18/1978,10/02/1995,,Geographic Population,23,,
San Patricio County,1482052360,Geographic HPSA,Primary Care,11,TX,Designated,04/09/2014,,,Geographic Population,16.2,,
San Saba County,1481868316,Geographic HPSA,Primary Care,13,TX,Designated,06/14/1978,,,Geographic Population,14.8,,
Schleicher County,1489579497,Geographic HPSA,Primary Care,16,TX,Designated,02/27/2009,,,Geographic Population,22.4,,
Scurry County,148415,Geographic HPSA,Primary Care,10,TX,Withdrawn,12/06/2010,12/11/2013,,Geographic Population,,,
Settegast,1489994876,Geographic HPSA,Primary Care,0,TX,Withdrawn,11/22/1993,08/13/2002,,Geographic Population,36,,
Shackelford County,1488243333,Geographic HPSA,Primary Care,13,TX,Designated,01/26/2012,,,Geographic Population,17.1,,
Sherman County,1481552817,Geographic HPSA,Primary Care,15,TX,Designated,04/10/1981,,,Geographic Population,16,,
Silverton/Turkey,1489994866,Geographic HPSA,Primary Care,0,TX,Withdrawn,03/29/1991,12/31/1996,,Geographic Population,27.4,,
Simpson-Stuart,1488147611,Geographic HPSA,Primary Care,13,TX,Designated,08/28/1978,,,Geographic Population,29.6,,
South Brewster/Big Bend,1489994867,Geographic HPSA,Primary Care,0,TX,Withdrawn,03/29/1991,12/31/1996,,Geographic Population,19.3,,
South Dallas,1489994820,Geographic HPSA,Primary Care,16,TX,Withdrawn,08/28/1978,07/02/2018,,Geographic Population,40.9,,
South El Paso Service Area,1489994817,Geographic HPSA,Primary Care,0,TX,Withdrawn,04/12/1980,11/03/2011,,Geographic Population,,,
South Service Area,1487519166,Geographic HPSA,Primary Care,13,TX,Designated,03/02/2006,,,Geographic Population,46.9,,
Southeast Dallas,1482645075,Geographic HPSA,Primary Care,7,TX,Designated,02/08/2011,,,Geographic Population,27.1,,
Southeast El Paso,1489729981,Geographic HPSA,Primary Care,12,TX,Designated,09/28/1978,,,Geographic Population,27.7,,
Stephens,148429,Geographic HPSA,Primary Care,0,TX,Withdrawn,03/31/1993,11/03/2011,,Geographic Population,,,
Stephens County,1482223504,Geographic HPSA,Primary Care,10,TX,Designated,07/18/2018,,,Geographic Population,22,,
Stephens County,1484017361,Geographic HPSA,Primary Care,8,TX,Withdrawn,07/09/2015,07/02/2018,,Geographic Population,19.9,,
Stephens Park,148999483J,Geographic HPSA,Primary Care,5,TX,Withdrawn,11/07/2001,06/25/2014,,Geographic Population,,,
Sterling County,1486455824,Geographic HPSA,Primary Care,11,TX,Designated,01/18/1994,,,Geographic Population,20.3,,
Stop Six,1489994806,Geographic HPSA,Primary Care,0,TX,Withdrawn,06/24/1979,08/31/1988,,Geographic Population,20,,
Sutton,148435,Geographic HPSA,Primary Care,0,TX,Withdrawn,10/31/1985,02/17/2011,,Geographic Population,,,
Sweeny West Columbia,148999487G,Geographic HPSA,Primary Care,12,TX,Withdrawn,05/16/2014,07/02/2018,,Geographic Population,15.5,,
Sweeny West Columbia Service Area,1482061201,Geographic HPSA,Primary Care,17,TX,Designated,05/04/2018,,,Geographic Population,15,,
Throckmorton,148447,Geographic HPSA,Primary Care,0,TX,Withdrawn,08/31/1988,09/15/2000,,Geographic Population,13.1,,
Trinidad,1489994829,Geographic HPSA,Primary Care,0,TX,Withdrawn,03/09/1981,03/28/1984,,Geographic Population,0,,
Trinity Area,1487732421,Geographic HPSA,Primary Care,15,TX,Designated,08/28/1978,,,Geographic Population,45,,
Troup,1489994899,Geographic HPSA,Primary Care,0,TX,Withdrawn,06/23/1995,09/15/2000,,Geographic Population,16.8,,
Tyler,148999482Y,Geographic HPSA,Primary Care,0,TX,Withdrawn,09/11/2001,02/07/2007,,Geographic Population,39.1,,
Tyler County,1484583554,Geographic HPSA,Primary Care,16,TX,Designated,09/12/2013,,,Geographic Population,15.8,,
Upshur,148459,Geographic HPSA,Primary Care,0,TX,Withdrawn,04/21/2000,06/29/2012,,Geographic Population,,,
Upton County,1487279094,Geographic HPSA,Primary Care,16,TX,Designated,10/21/1980,,,Geographic Population,18.5,,
Van Zandt County,1484733433,Geographic HPSA,Primary Care,11,TX,Designated,06/08/1978,,,Geographic Population,17.1,,
Waller County,1484382331,Geographic HPSA,Primary Care,12,TX,Designated,06/12/1978,,,Geographic Population,19.3,,
Ward County,1486348907,Geographic HPSA,Primary Care,13,TX,Designated,09/20/2017,,,Geographic Population,19.9,,
Washington County,148477,Geographic HPSA,Primary Care,12,TX,Withdrawn,02/14/2012,07/02/2018,,Geographic Population,14.3,,
Webb,148479,Geographic HPSA,Primary Care,0,TX,Withdrawn,06/14/1978,09/01/2010,,Geographic Population,,,
West Brazoria,148999483W,Geographic HPSA,Primary Care,0,TX,Withdrawn,09/06/2002,11/03/2011,,Geographic Population,,,
West Central,1483274639,Geographic HPSA,Primary Care,12,TX,Designated,05/26/2006,,,Geographic Population,22.4,,
West Dallas,1489994816,Geographic HPSA,Primary Care,4,TX,Withdrawn,01/25/1980,06/25/2014,,Geographic Population,,,
Wilson County,1481317013,Geographic HPSA,Primary Care,6,TX,Designated,04/24/1980,,,Geographic Population,11.4,,
Winkler County,1489497228,Geographic HPSA,Primary Care,13,TX,Designated,02/01/1990,,,Geographic Population,11.9,,
